Breeze  Friday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Breeze  Friday
9:00  -  9:14,82033098,Eastern,Chipata,Rural,Male,1,None,D,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:00  -  8:14,82033098,Eastern,Chipata,Rural,Male,1,None,D,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:15  -  8:29,82033098,Eastern,Chipata,Rural,Male,1,None,D,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:30  -  8:44,82033098,Eastern,Chipata,Rural,Male,1,None,D,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:45  -  8:59,82033098,Eastern,Chipata,Rural,Male,1,None,D,Completed high School,Other Christian,A subsistence farmer/fisherman,D,Do not know,No,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
10:15  -  10:29,82117684,Eastern,Chipata,Rural,Female,1,None,D,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,",9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
10:30  -  10:44,82117684,Eastern,Chipata,Rural,Female,1,None,D,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,",9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
10:00  -  10:14,82117684,Eastern,Chipata,Rural,Female,1,None,D,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,",9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
11:00  -  11:14,82117684,Eastern,Chipata,Rural,Female,1,None,D,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,",9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
10:45  -  10:59,82117684,Eastern,Chipata,Rural,Female,1,None,D,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,",9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
9:45  -  9:59,82117684,Eastern,Chipata,Rural,Female,1,None,D,Completed high School,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,No,19 – 24,",9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
20:45  -  20:59,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
22:00  -  22:14,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
22:15  -  22:29,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
20:30  -  20:44,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
21:00  -  21:14,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
23:00  -  23:14,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
21:30  -  21:44,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
22:30  -  22:44,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
21:45  -  21:59,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
21:15  -  21:29,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
22:45  -  22:59,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
20:15  -  20:29,82117685,Eastern,Chipata,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Do not know,Yes,35 – 44,",20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
14:45  -  14:59,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
14:30  -  14:44,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
15:45  -  15:59,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
15:15  -  15:29,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
14:00  -  14:14,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
15:30  -  15:44,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
15:00  -  15:14,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
14:15  -  14:29,82117686,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59"
20:45  -  20:59,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
20:00  -  20:14,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
22:00  -  22:14,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
22:15  -  22:29,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
20:30  -  20:44,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
21:00  -  21:14,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
21:30  -  21:44,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
21:45  -  21:59,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
21:15  -  21:29,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
20:15  -  20:29,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29"
18:00  -  18:14,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
18:30  -  18:44,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
18:15  -  18:29,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
17:30  -  17:44,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
17:15  -  17:29,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
18:45  -  18:59,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
17:45  -  17:59,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
19:00  -  19:14,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
17:00  -  17:14,82117688,Eastern,Chipata,Urban,Female,1,One,AB,Some university,Other Christian,Student,AB,Do not know,Yes,35 – 44,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
10:15  -  10:29,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
10:30  -  10:44,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
11:15  -  11:29,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
10:00  -  10:14,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
11:00  -  11:14,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
11:30  -  11:44,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
10:45  -  10:59,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
11:45  -  11:59,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
12:00  -  12:14,82117689,Eastern,Chipata,Rural,Male,1,None,D,Some high school,Other Christian,Other (specify),D,K 850-K 1674,No,25 – 34,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
6:30  -  6:44,82176615,Eastern,Chipata,Rural,Female,0,None,C2,Some high school,Other Christian,Retired - voluntary scholarspensioners,C2,K 850-K 1674,Yes,35 – 44,",6:30  -  6:44"
18:00  -  18:14,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:45  -  20:59,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:00  -  20:14,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
18:30  -  18:44,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
18:15  -  18:29,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:30  -  20:44,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:30  -  19:44,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:15  -  19:29,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
18:45  -  18:59,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:00  -  19:14,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:45  -  19:59,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:15  -  20:29,82176616,Eastern,Chipata,Rural,Female,0,None,D,Primary school completed,Other Christian,A housewife/househusband,D,K 850-K 1674,Yes,25 – 34,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
10:15  -  10:29,82176617,Eastern,Chipata,Rural,Male,0,None,C2,Some high school,Other Christian,Student,C2,"K 2,500   -  K 3,154",No,19 – 24,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
10:30  -  10:44,82176617,Eastern,Chipata,Rural,Male,0,None,C2,Some high school,Other Christian,Student,C2,"K 2,500   -  K 3,154",No,19 – 24,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
11:15  -  11:29,82176617,Eastern,Chipata,Rural,Male,0,None,C2,Some high school,Other Christian,Student,C2,"K 2,500   -  K 3,154",No,19 – 24,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
12:45  -  12:59,82176617,Eastern,Chipata,Rural,Male,0,None,C2,Some high school,Other Christian,Student,C2,"K 2,500   -  K 3,154",No,19 – 24,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
13:30  -  13:44,82176617,Eastern,Chipata,Rural,Male,0,None,C2,Some high school,Other Christian,Student,C2,"K 2,500   -  K 3,154",No,19 – 24,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
10:00  -  10:14,82176617,Eastern,Chipata,Rural,Male,0,None,C2,Some high school,Other Christian,Student,C2,"K 2,500   -  K 3,154",No,19 – 24,",10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
