Lukulu  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Lukulu  Sunday
20:00  -  20:14,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134863783,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:15  -  10:29,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:30  -  9:44,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:45  -  9:59,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:15  -  22:29,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134863784,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,134921927,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Not employed,D,Under K 849,,35 – 44,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:45  -  16:59,134921927,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Not employed,D,Under K 849,,35 – 44,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,134921927,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Not employed,D,Under K 849,,35 – 44,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134921927,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Not employed,D,Under K 849,,35 – 44,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,134921927,Western,Mongu,Rural,Male,1,,D,Secondary,Christian,Not employed,D,Under K 849,,35 – 44,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,134929437,Western,Mongu,Rural,Female,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24,"9:00  -  9:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:15  -  15:29,134820237,Western,Lukulu,Urban,Male,3,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,134820237,Western,Lukulu,Urban,Male,3,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:00  -  15:14,134820237,Western,Lukulu,Urban,Male,3,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:30  -  15:44,134820237,Western,Lukulu,Urban,Male,3,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:45  -  15:59,134820237,Western,Lukulu,Urban,Male,3,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134854039,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"19:00  -  19:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,134854042,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,134854042,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:45  -  12:59,134854042,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,134854042,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,19 – 24,"12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:30  -  22:44,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:45  -  16:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:45  -  22:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
