SbjNum,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Billboards make the environment look colourful,I trust a brand/product that is advertised on a billboard,I’m more likely to buy a brand/product that is advertised on a billboard,I find brand/product information on a billboard useful,Billboards too close to each other make the environment look cluttered or messy,I remember the billboard adverts when I see the product/brand on the shelf in a store
60779100,Past 7 Days,Past 7 Days,Not seen,Yesterday,Not seen,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Yesterday,Not seen,Longer Ago,Not seen,Longer Ago,I can't remember,I can't remember,,I can't remember,,yoyo,Instructions do not leave dirt here,,I can't remember,I do not pay particular attention,I don't pay particular attention,keep this compound clean,Konse konse,Give way,,shoprite,,President Edgar Lungu,Agree,Agree,Agree,Agree,Agree,Agree
60779363,Past 4 Weeks,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,coca cola,,,Madison life insurance,,,,boom soap,wild cat energy drink,hair products,,mtn,pepsi,,,,,game stores,Agree,Agree,Disagree,Agree,Agree,Agree
60779410,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 3 months,Past 7 Days,Yesterday,Yesterday,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Agree,Agree,Agree,Agree,Disagree,Agree
60779443,Yesterday,Past 3 months,Past 3 months,Longer Ago,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Longer Ago,Pepsi,No,No,Gotv,,Gotv,Arsenal,Gotv,No,No,No,No,No,No,No,No,,Shoprite,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
60779544,Past 4 Weeks,Not seen,Not seen,Past 7 Days,Not seen,Past 4 Weeks,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Shoprite,,,Road transport safety agency,,Mtn,,Zambia-Malawi,,,,,Bata store.,,,,,,Agree,Strongly Agree,Agree,Agree,Disagree,Agree
60779669,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60779670,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60779671,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60779672,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60779673,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60779738,Past 3 months,Not seen,Not seen,Longer Ago,Not seen,Longer Ago,Longer Ago,Longer Ago,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,cool care,,,mtn,,mtn,chiko biscuits,chiko biscuits,,topstar,Can't remember,,,,,,,,Disagree,Agree,Agree,Strongly Agree,Agree,Agree
60779739,Longer Ago,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,kingdom doors,kingdom doors,,chiko biscuits,,,,Can't remember,,chiko biscuits,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60779740,Longer Ago,Not seen,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Zambia sugar,,,mtn,,,airtel,total Zambia,spar,Can't remember,,,,,,,,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
60780018,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Not seen,Yesterday,Past 7 Days,Yesterday,Not seen,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Not seen,Past 4 Weeks,Longer Ago,Longer Ago,shake and sip advertisement and GOtv,not sure,Shopping mall near Ndola,not sure,,I can't remember,do not smoke,I can't remember,,I can't remember,zebra crossing and turn left,I can't remember,I can't remember,I can't remember,,I can't remember,I can't remember,GOvt subscription,Agree,Disagree,Agree,Agree,Agree,Disagree
60780477,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Not seen,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Yesterday,Bank,No,No,No,,No,Napsa,No,Napsa,No,No,No,No,No,No,No,No,Shoprite,Agree,Agree,Agree,Strongly Agree,Disagree,Agree
60781041,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Past 7 Days,Yesterday,Yesterday,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Agree,Agree,Agree,Agree,Agree,Agree
60781386,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Yesterday,Not seen,Yesterday,Hungry lion,N,,,,,,Gotv,,,,,,,Topstar,No,,Shoprite,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree
60781395,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Disagree,Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),Agree
60781396,Past 4 Weeks,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Past 7 Days,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,advert for an insurance company,Zambian loto,,,,,,,election poater and church invitations,church for invitation and advert for a college,,,promotions in shoprite,,,,,,Agree,Disagree,Disagree,Agree,Disagree,Agree
60781397,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,invitation for church conference,,,,,,,,,Disagree,Disagree,Agree,Agree,Agree,Agree
60781398,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,advert for whisky,promotions in shoprite,,,,,,,,invitation for the all night,,,,,,,,,Disagree,Agree,Agree,Agree,Disagree,Agree
60781399,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Agree,Agree,Agree
60781400,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,advert for coca cola soft drink,loto,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60781446,Longer Ago,Not seen,Not seen,Yesterday,Not seen,Not seen,Yesterday,Yesterday,Not seen,Yesterday,Yesterday,Not seen,Longer Ago,Yesterday,Not seen,Not seen,Longer Ago,Not seen,St Anne,,,Ox man,,,I can't remember,one day slogan,,I didn't pay attention,road block,,floor mats,I can't remember,,,welcome to can't remember the name of the shop,,Agree,Agree,Agree,Agree,Agree,Agree
60782118,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Zanaco,,,,,,,,,,,,,,,,,Shoprite,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree
60782407,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,bata,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60782408,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60782429,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60782430,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,plascon paint,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60782436,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60782773,Yesterday,Longer Ago,Past 3 months,Yesterday,Not seen,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Not seen,Not seen,Not seen,Longer Ago,car's can't remember was in the bus,I can't remember,I can't remember,God loves me slogans,,President Edgar Lungu,bus fares,Romans 12:16,I can't remember,church adverts s,hamp,throw your litter here,photocopying prices,David Kaunda,,,,I can't remember,Agree,Agree,Agree,Agree,Agree,Agree
60783759,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60784145,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60784146,Longer Ago,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,invitation for a crusade or all night prayers meeting and advert  for Apple max,loto,,,,,,,,,,,promotions in shoprite,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60785657,Yesterday,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,a poster for United church of zambia,promotions for shoprite,,,,,,,posters for job opportunities,posters for house for rent and sale,,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Agree
60825709,Past 7 Days,Yesterday,Past 4 Weeks,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,gotv,mtn,mine,zamtel,,,,,,witchcraft,,mtn,mtn,mtn,,,,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
60825710,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,pick n pay,shoprite,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree
60825711,Yesterday,Yesterday,Not seen,Yesterday,Not seen,Yesterday,Yesterday,Yesterday,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,gotv,mtn,,mtn,,mtn,mtn,gotv,,mtn,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60825712,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,gotv,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60825713,Yesterday,Yesterday,Not seen,Yesterday,Not seen,Not seen,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,topstar,dstv,,gotv,,,mtn,mtn,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60825714,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,mtn,,,,,,,,,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
60826402,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,coca cola,,,,,mtn zambia,,,,,,,zamtel,,,,,,Agree,Agree,Disagree,Agree,Agree,Agree
60826403,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,mtn,,,,,,,,,,,,airtel,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60826404,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Past 7 Days,Not seen,Not seen,shoprite,,,,,,,,,,,,fanta,,,shoprite,,,Agree,Agree,Agree,Agree,Agree,Agree
60826405,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,,,,mtn,,,,,,,,,,,,shoprite,,,Agree,Agree,Agree,Agree,Disagree,Agree
60826443,Past 4 Weeks,Not seen,Past 4 Weeks,Past 7 Days,Not seen,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Not seen,Not seen,Past 3 months,Not seen,Not seen,mtn,,school,trade kings (boom soap),,zoona,mtn,Zamtel,mtn,mtn,mtn,can't remember,Airtel,,,shoprite,,,Agree,Agree,Agree,Agree,Agree,Agree
60826444,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Not seen,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 3 months,Not seen,Past 4 Weeks,Past 3 months,Past 3 months,mtn,mtn,school,Zamtel,,Airtel money,can't remember,just drink,mtn,Airtel money,mtn,can't remember,zoona,can't remember,,can't remember,can't remember,can't remember,Agree,Agree,Agree,DK (DON’T READ),Disagree,Agree
60826445,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Not seen,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Not seen,Not seen,Past 3 months,Not seen,Not seen,mtn,can't remember,school,zoona,,can't remember,zoona,Zamtel,mtn,mtn,Airtel,can't remember,Airtel,,,can't remember,,,Agree,Agree,Agree,Agree,Disagree,Agree
60826446,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Not seen,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 3 months,Past 4 Weeks,Longer Ago,Not seen,Past 4 Weeks,Not seen,Not seen,mtn,can't remember,school,zoona,,can't remember,no smoking,trade kings (boom soap),mtn,mtn,mtn,keep Zambia clean,Airtel,can't remember,,shoprite,,,Agree,Agree,Agree,Agree,Disagree,Agree
60826447,Past 4 Weeks,Past 3 months,Past 7 Days,Past 3 months,Not seen,Past 3 months,Past 3 months,Past 3 months,Past 3 months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Not seen,Not seen,Longer Ago,Not seen,Not seen,mtn,can't remember,school,Zamtel,,can't remember,can't remember,zoona,mtn,mtn,mtn,can't remember,Airtel,,,shoprite,,,Agree,Agree,Agree,Agree,Agree,Agree
60826815,Past 7 Days,Past 4 Weeks,Not seen,Past 4 Weeks,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Past 7 Days,zamtel poster,I don't remember,,kachema meats,,,airtel money,go tv,gotv,milk it,,,mtn  airtime,,,,,I don't remember,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60826856,Yesterday,Yesterday,Not seen,Yesterday,Not seen,Yesterday,Past 3 months,Yesterday,Yesterday,Yesterday,Not seen,Yesterday,Yesterday,Not seen,Not seen,Yesterday,Yesterday,Yesterday,twin cow/milk it/FNB,zanaco,,officers,,hungry lion/zesco town centre,,,,,,,,,,choppies,vehcle number plates,zamtel zangena,Agree,Agree,Agree,Agree,Disagree,Agree
60831230,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,vodafone,,,,,,,go tv,mobile phones,Samsung,,,,,,,,,Strongly Agree,Agree,Disagree,Agree,Agree,Agree
60831231,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,game stores,,,,,,,,mobile phone,gotv,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60832103,Past 7 Days,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,MTN,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree
60832104,Past 7 Days,Not seen,Not seen,Longer Ago,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,MTN,,,,,,,,,,,,pepsi,,,,,,Strongly Agree,Agree,Agree,Agree,Disagree,Agree
60832105,Longer Ago,Longer Ago,Not seen,Past 4 Weeks,Not seen,Past 3 months,Longer Ago,Longer Ago,Past 3 months,Not seen,Not seen,Not seen,Past 7 Days,Longer Ago,Longer Ago,Past 3 months,Longer Ago,Longer Ago,can't remember,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly Agree,Agree,Agree
60832106,Past 7 Days,Not seen,Not seen,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Longer Ago,can't remember,,,Zesco,,can't remember,,,techno,,,,,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree
60832107,Past 7 Days,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,can't remember,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,DK (DON’T READ),Agree
60832108,Past 7 Days,Not seen,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,zamtel,,,can't remember,,,can't remember,,,,,,zoona,,,,,,Agree,Agree,Strongly Agree,Agree,Disagree,Agree
60832109,Yesterday,Longer Ago,Not seen,Longer Ago,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Yesterday,Not seen,Not seen,Longer Ago,Not seen,Not seen,shoprite,can't remember,,MTN,,,,,itel,can't remember,,,airtel money,,,,,,Agree,Disagree,Agree,Agree,Disagree,Agree
60832110,Longer Ago,Not seen,Not seen,Past 3 months,Longer Ago,Longer Ago,Longer Ago,Past 3 months,Not seen,Not seen,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,can't remember,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Agree,Disagree,Agree
60832260,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Yesterday,Yesterday,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,bilboard of city university college,don't remember,don't remember,,,,don't remember,don't remember,don't remember,don't remember,don't remember,,don't remember,,,don't remember,don't remember,don't remember,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree
60832261,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Not seen,Longer Ago,Longer Ago,Longer Ago,topstar advert,freestyle pads,don't remember,,,,don't remember,don't remember,,,,don't remember,don't remember,don't remember,,don't remember,don't remember,don't remember,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree
60845424,Yesterday,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Lukanga water,,,,,,,,,Paglory College,,,,,,,,Lukanga water,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree
60845425,Yesterday,Yesterday,Past 4 Weeks,Past 3 months,Not seen,Not seen,Not seen,Past 3 months,Longer Ago,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,MTN,Lukanga,,,,,,Trade Kings,Trade kings,,,,,,,,,Shoprite,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree
60845426,Past 7 Days,Past 7 Days,Past 3 months,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Past 7 Days,Zam Shoe,MTN,,,,,,,,Shoprite and Micmar,,,,,,Shoprite,,Pep,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
60845427,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Shoprite,,,,,,,,,paglory,,,,,,,,shoprite,Agree,Agree,Agree,Agree,Disagree,Agree
60845428,Yesterday,Yesterday,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Yesterday,Barclay's bank,airtel,,,,,,,,mobile city,,,,,,Shoprite,,Shoprite,Agree,Agree,Agree,Strongly Agree,Disagree,Agree
60845429,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
60845430,Past 7 Days,Past 7 Days,Longer Ago,Past 4 Weeks,Not seen,Not seen,Not seen,Past 3 months,Past 3 months,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,,Sony,,,,,,,,Borehole company,,,,,,,,Lukanga water,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
60845432,Past 4 Weeks,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Past 7 Days,Topstar,,,GoTV,,,,Trade Kings6,itel,,,,,,,Shoprite,,Madson insurance,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
60845433,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 3 months,,,,,,,,,,,,,,,,,,,Strongly Agree,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),Disagree,DK (DON’T READ)
60845434,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Itel,,,,,,,,,Paglory,,,,,,,,Church programs,Agree,Agree,Agree,Agree,Disagree,Agree
60845435,Yesterday,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Paglory University,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree
60845443,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Yesterday,Paglory University,Shoprite,,,,,,,,,,,,,,Shoprite,,Paglory,Disagree,Agree,Agree,Agree,Strongly Agree,Agree
