SbjNum,Bank Ever used,Other Banks Ever used,Banks Currently Used,Bank Most Often Used,AB Bank Zambia Limited,Access Bank Zambia Limited,BancABC Zambia Limited,Bank of China (Zambia) Limited,Barclays Bank Zambia Plc,Cavmont Bank,Citibank Zambia Limited,Ecobank Zambia Limited,Finance Bank Zambia Limited,First Alliance Bank Zambia Limited,First National Bank of Zambia Limted (FNB),Indo-Zambia Bank Limited,Intermarket Bank,International Commercial Bank,Investrust Bank Plc,Stanbic Bank Zambia Limited,Standard Chartered Bank Zambia Plc,United Bank for Africa Zambia Limited,ZANACO (Zambia National Commercial Bank Plc),Bank of Zambia,{0},None
60567060,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567061,Stanbic Bank Zambia Limited, ,Stanbic Bank Zambia Limited,Stanbic Bank Zambia Limited,,,,,,,,,,,,,,,,Satisfied,,,,,,
60567062,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Dissatisfied,,,
60567063,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567064,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567070,"Barclays Bank Zambia Plc,Stanbic Bank Zambia Limited,ZANACO (Zambia National Commercial Bank Plc)", ,"Barclays Bank Zambia Plc,ZANACO (Zambia National Commercial Bank Plc)",Barclays Bank Zambia Plc,,,,,Satisfied,,,,,,,,,,,Very dissatisfied,,,Satisfied,,,
60567071,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60567072,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567073,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60567074,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567075,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60567076,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567077,"First National Bank of Zambia Limted (FNB),Other (specify)",none,{0},{0},,,,,,,,,,,Satisfied,,,,,,,,,,Satisfied,
60567078,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567079,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Very satisfied,,,
60567080,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60567100,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60567101,None, ,,,,,,,,,,,,,,,,,,,,,,,,
60567102,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60567103,ZANACO (Zambia National Commercial Bank Plc), ,ZANACO (Zambia National Commercial Bank Plc),ZANACO (Zambia National Commercial Bank Plc),,,,,,,,,,,,,,,,,,,Satisfied,,,
60567104,None, ,,,,,,,,,,,,,,,,,,,,,,,,
