SbjNum,Stations Availability in your Area,5FM,Ama,BBC,Chongwe,Christian Voice,Comet 10,Evelyn,Hot,Joy,Kafue,Komboni,Metro,Millennium,Modern voice,One Love,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,Rock FM,Roots,United Voice,Unza,Yatsani,BBC,Byta,Chikuni,Choma Maano,Falls,Kariba,Mazabuka,Modern,Mosi-0-Tunya,Namwiaanga,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Salvation Army,SKY,Sun FM,Vision Maacha,Voice of Kalomo,Young Generation,Zambezi,BBC,Breeze,Chikaya,Chongwe,Feel Free,Isoka,Maria,Mphangwe,Parliament,Parliament,PASME,Petauke Explorers,QFM,Radio 1,Radio 2,Radio 4,Radio Café,Radio Christian Voice,Valley,Baptist Faith,BBC,Chimwemwe,Flava FM,Icengelo,Iwave,Jive,Kokoliko,Parliament,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,Rise FM,Sun,Yar,KNC,5FM,BBC,Blue Sky FM,Itezhi tezhi,Itezi tezi,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,Bangwela,BBC,K FM,Luapula,Lubuto,Mpika,Nchelenge,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Tuta,Yangeni,BBC,Beats,FCC Solwezi,Kabangabanga,Kasempa,Lumba,Radio Mano,Mwinilunga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,BBC,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,Parliament,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,BBC,Lubula,luswepo,Lutanda,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Walamo,BBC,Isoka,Kwenje,Mpika,Muchinga,Nakonde,Parliament,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC,{0},None,don’t know,{0},None,don’t know
60782436,"Chimwemwe,Flava FM,Icengelo,Radio 1,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Strong Signal,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weak Signal/No Signal,,,,,
60782773,"Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weak Signal/No Signal,,Strong Signal,,,,,Weak Signal/No Signal,,Available,Available,Strong Signal,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60783759,"Icengelo,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60784145,"Icengelo,Iwave,Kokoliko,Rise FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weak Signal/No Signal,Strong Signal,,Strong Signal,,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60784146,"Icengelo,Iwave,Kokoliko,Radio 1,Radio 4,Rise FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Strong Signal,,Strong Signal,,,,Not Available,,Strong Signal,,,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60785657,"Icengelo,Iwave,Kokoliko,Radio 1,Radio 4,Rise FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Strong Signal,,Weak Signal/No Signal,,,,Available,,Not Available,,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60825709,"Icengelo,Kokoliko,Radio Christian Voice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,Available,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60825710,"Icengelo,Phoenix,Radio 1,Radio 2,Radio Christian Voice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,Available,,Available,Available,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60825711,"Icengelo,Radio 1,Radio 4,Yar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,Available,,Available,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60825712,Icengelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60825713,Icengelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60825714,Icengelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60826402,"KNC,Joy,Maranatha,Mkushi,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,ZNBC 1,ZNBC 2,ZNBC 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,Strong Signal,Strong Signal,Weak Signal/No Signal,,Weak Signal/No Signal,Weak Signal/No Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Strong Signal,,,,,,,
60826403,"KNC,5FM,BBC,Blue Sky FM,Itezhi tezhi,Itezi tezi,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Strong Signal,Strong Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Strong Signal,Weak Signal/No Signal,Weak Signal/No Signal,,,,,
60826404,"Mkushi,Power,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,Weak Signal/No Signal,,Strong Signal,Strong Signal,Strong Signal,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weak Signal/No Signal,,,,,,,,,
60826405,"KNC,5FM,BBC,Blue Sky FM,Itezhi tezhi,Itezi tezi,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Strong Signal,Strong Signal,Strong Signal,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,
60826443,"KNC,5FM,BBC,Blue Sky FM,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Weak Signal/No Signal,Weak Signal/No Signal,Available,,,Weak Signal/No Signal,Available,Available,Weak Signal/No Signal,Weak Signal/No Signal,Available,Available,Available,Available,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,
60826444,"KNC,5FM,BBC,Blue Sky FM,Itezi tezi,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,Available,Available,,Weak Signal/No Signal,Weak Signal/No Signal,Available,Available,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Available,Available,Weak Signal/No Signal,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,
60826445,"KNC,5FM,BBC,Blue Sky FM,Itezhi tezhi,Joy,Maranatha,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,Weak Signal/No Signal,Available,Weak Signal/No Signal,,Available,Available,,,Weak Signal/No Signal,Available,Available,Available,Weak Signal/No Signal,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,
60826446,"KNC,5FM,BBC,Blue Sky FM,Itezhi tezhi,Itezi tezi,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Available,Available,Available,Weak Signal/No Signal,Weak Signal/No Signal,Available,Available,Available,Weak Signal/No Signal,Weak Signal/No Signal,Weak Signal/No Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Strong Signal,Weak Signal/No Signal,Weak Signal/No Signal,,,,,,
60826447,"KNC,5FM,BBC,Blue Sky FM,Itezhi tezhi,Itezi tezi,Joy,Maranatha,Mkushi,Phoenix,Power,QFM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Serenje,ZNBC 1,ZNBC 2,ZNBC 4,ZNBC MUSIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,Strong Signal,Available,Weak Signal/No Signal,Available,Available,Strong Signal,Strong Signal,Weak Signal/No Signal,Weak Signal/No Signal,Available,Strong Signal,Strong Signal,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,Available,Available,,,,,,
60826815,"Hot,Komboni,Millennium,Phoenix,Q FM",,,,,,,,Available,,,Available,,Available,,,,,Available,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60826856,"Jive,Sun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60831230,"Christian Voice,Hot,Komboni,Millennium,Phoenix,Power,Q FM,Radio 1",,,,,Available,,,Available,,,Available,,Available,,,,,Available,Available,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60831231,"Hot,Phoenix",,,,,,,,Available,,,,,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832103,"Breeze,Maria,Parliament,PASME,Petauke Explorers,Radio 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Strong Signal,,Strong Signal,,Available,Available,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832104,"Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Strong Signal,Weak Signal/No Signal,Strong Signal,,Available,Available,,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832105,"Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Strong Signal,Weak Signal/No Signal,Strong Signal,,Available,Available,,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832106,"Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Strong Signal,Weak Signal/No Signal,Strong Signal,,Available,Strong Signal,,Available,Available,Weak Signal/No Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832107,"Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Weak Signal/No Signal,Weak Signal/No Signal,Strong Signal,,Available,Available,,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832108,"PASME,Petauke Explorers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832109,"Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,QFM,Radio 1,Radio 2,Radio 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,Weak Signal/No Signal,Weak Signal/No Signal,Strong Signal,,Available,Available,Not Available,Strong Signal,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832110,"Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,Weak Signal/No Signal,Strong Signal,,Available,Available,,Strong Signal,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832260,"Evelyn,Hot,Joy,Komboni,Millennium,Parliament,Power,Q FM,Radio 1,Radio 2,Radio 4,Unza",,,,,,,Available,Available,Available,,Available,,Available,,,,Available,,Available,Available,Available,Available,Available,,,,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60832261,"5FM,Evelyn,Hot,Komboni,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,Rock FM,Unza",Available,,,,,,Available,Available,,,Available,,,,,,Available,Available,,,Available,Available,Available,,,Available,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60845424,"KNC,Maranatha,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,
60845425,"KNC,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,
60845426,"KNC,Maranatha,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,
60845427,"KNC,Maranatha,Power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60845428,"KNC,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,
60845429,"KNC,Maranatha,Power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,,,,,,,Available,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60845430,"KNC,Maranatha,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Available,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,
60845432,"KNC,Maranatha,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Available,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,
60845433,"KNC,Maranatha,Power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60845434,"KNC,Maranatha,Power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60845435,"KNC,Maranatha,Power",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,Strong Signal,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60845443,"KNC,Power,{0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,,,,,,Strong Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong Signal,,,,,
