SbjNum,Where TV was watched P7D,Other Locations where TV was watched P7D,Usually access to TV channel(s),6 am to 9 am,9 am to 12 pm,12 pm to 3 pm,3 pm to 6 pm,6 pm to 9 pm,9 pm to 1 am,1 am to 6 am,,Favourite or Most Preferred Television Station,Reasons for Favourite or Most Preferred Television Station,Preferred days of the week to watch,Types of TV programmes like to watch,Other Types of TV programmes like to watch,ZNBC TV1 programmes watched in P7D,Other ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Other ZNBC TV2 programmes watched in P7D,ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Muvi TV,Mobi Tv,CBC TV,CBS TV,TBN,Africa Unite,DSTV,My TV,GOTV,Prime TV,Echo TV,City Channel Cable Network TV,North-Western TV,Diamond TV,Kwese TV,Don’t know/ don’t watch these types of programmes,Other (specify),"Best TV stations for News/current affairs, Sports, Entertainment, Education, Religious issues, Political issues, Movies, Dramas"
60754090,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60754091,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60754092,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60754093,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60754094,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60755118,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60755119,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,Less than that,Less than that,Less than that,6 days per week,Less than that,Do not watch at this time,,Zee World,the movies are nude free,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,Local drama,Other (specify)",indian movies,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60755120,"At home,Another household (friends, relatives house),In a market place", ,On a TV set,Less than that,Less than that,Less than that,Less than that,6 days per week,Do not watch at this time,Do not watch at this time,,Nickelodeon,i like cartoons,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,Local drama,Other (specify)",cartoons,"News,TV Local Language Programmes (Njuwelelo, chintobentobe, …)", ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60755121,"At home,Another household (friends, relatives house),At work (office, field etc)", ,On a TV set,Less than that,Less than that,Less than that,Less than that,7 days per week,6 days per week,Do not watch at this time,,SuperSport 3,i love football,"Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,African movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60755122,"At home,Another household (friends, relatives house)", ,On a TV set,1 day per week,Less than that,Less than that,6 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,TV1,it enables us to be up to date with national events,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,American movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,News & current affairs,News & current affairs,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60755123,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60755601,"Another household (friends, relatives house),In a bar", ,On a TV set,Do not watch at this time,Less than that,Less than that,Less than that,3 days per week,Do not watch at this time,Do not watch at this time,,TV1,it just makes me happy,Sunday,"Soccer commentaries,Other sports", ,, ,Other (specify),News,Sports,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Sports,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,,, 
60755602,"At home,In a bar", ,On a TV set,7 days per week,2 days per week,2 days per week,2 days per week,7 days per week,7 days per week,Do not watch at this time,,Emmanuel TV,Because I'm Christian,Sunday,"Soccer commentaries,Other (specify)",Church programs,News, ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60755603,"Another household (friends, relatives house),In a bar", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,7 days per week,2 days per week,Do not watch at this time,,SuperSport 9,Because of the games,"Saturday,Sunday","Soccer commentaries,Other sports,American movies", ,, ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Entertainment,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60757629,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Less than that,,National Geographic Channel,Educative documentaries,"Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,American movies,Local drama", ,News, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,Sports,,, 
60757630,"At home,Another household (friends, relatives house),In a bar", ,On a TV set,Less than that,Less than that,Less than that,Less than that,7 days per week,7 days per week,Less than that,,National Geographic Channel,Educative programs,"Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,American movies", ,News, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Entertainment,Entertainment,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,Sports,,, 
60757631,"At work (office, field etc)", ,On a TV set,Less than that,Less than that,Less than that,Less than that,Less than that,Less than that,Do not watch at this time,,Emmanuel TV,Gospel,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,African movies,American movies,Other (specify)",Gospel programs,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,,, 
60757632,"At home,Another household (friends, relatives house),At work (office, field etc)", ,On a TV set,Less than that,Less than that,Less than that,Less than that,Less than that,Less than that,Do not watch at this time,,Zee World,The Telenovelas,"Monday,Tuesday,Wednesday,Thursday,Friday","Mexican movies,Other (specify)",Telenovelas,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,,, 
60757633,"At home,At work (office, field etc)", ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Zee World,The Movie series,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,American movies,Mexican movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,,, 
60757635,"Another household (friends, relatives house),In a bar", ,On a TV set,Less than that,Less than that,Less than that,Less than that,Less than that,Less than that,Do not watch at this time,,SuperSport Select,football games,"Saturday,Sunday","Soccer commentaries,American movies", ,News, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,,, 
60757636,At home, ,On a TV set,Less than that,Less than that,Less than that,Less than that,7 days per week,7 days per week,Less than that,,Zee World,Series,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,American movies", ,News, ,Other (specify),News,News & current affairs,News & current affairs,Entertainment,None/Don’t know,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,,, 
60757637,"At home,At work (office, field etc)", ,On a TV set,3 days per week,3 days per week,3 days per week,3 days per week,3 days per week,3 days per week,Less than that,,SuperSport 3,Football Matches and sports updates,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,American movies", ,, ,, ,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,Entertainment,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60760177,"At home,Another household (friends, relatives house)", ,On a TV set,1 day per week,Less than that,1 day per week,Less than that,Less than that,7 days per week,6 days per week,,Iroko Play-African Movies,because they broadcast very entertaining movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Documentaries,African movies,American movies,Mexican movies,South African drama programmes,Local drama", ,, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Entertainment,News & current affairs,Religious issues,Entertainment,Entertainment,None/Don’t know,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,,, 
60760178,"At home,Another household (friends, relatives house)", ,On a TV set,1 day per week,7 days per week,5 days per week,3 days per week,2 days per week,1 day per week,3 days per week,,Emmanuel TV,I like the Christian programs,"Monday,Tuesday,Wednesday,Thursday,Saturday,Sunday","Soccer commentaries,Documentaries,African movies,American movies,Mexican movies,South African drama programmes,Local drama", ,News, ,"Morning Live,Other (specify)",news,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,Entertainment,None/Don’t know,Religious issues,Entertainment,Entertainment,None/Don’t know,None/Don’t know,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60760179,At home, ,On a TV set,6 days per week,7 days per week,5 days per week,5 days per week,3 days per week,3 days per week,1 day per week,,TV 2,because of 3.7 blaze music program,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Documentaries,American movies,Mexican movies,South African drama programmes,Local drama", ,, ,Morning Live, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Political issues,Religious issues,Religious issues,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60762545,"Another household (friends, relatives house),In a bar", ,On a TV set,Do not watch at this time,Do not watch at this time,5 days per week,7 days per week,7 days per week,Do not watch at this time,Less than that,,TV1,I like the detailed main news aired at 7pm,"Monday,Tuesday,Wednesday,Thursday,Friday","Soccer commentaries,Other sports", ,News, ,Other (specify),real love,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762546,At home, ,On a TV set,Do not watch at this time,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Zee World,"I like the Indian soaps sacred ties, lies of the heart and brides with benefits","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Mexican movies,Other (specify)",Indian movies,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762547,"Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,4 days per week,4 days per week,Do not watch at this time,Do not watch at this time,,TV 2,I like 3.7 blaze programme they air,"Thursday,Friday,Saturday",Other (specify),music shows,, ,Other (specify),3.7 blaze,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762548,"Another household (friends, relatives house),In a bar,In a restaurant", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,4 days per week,Do not watch at this time,Do not watch at this time,,SuperSport 9,i like the live wwe wrestling matches on this channel,"Tuesday,Wednesday,Sunday",Other sports, ,News, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762549,"At home,Another household (friends, relatives house),In a restaurant", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,6 days per week,5 days per week,Do not watch at this time,Do not watch at this time,,TV1,it airs the best local news,"Monday,Tuesday,Wednesday,Friday","Soccer commentaries,Other sports", ,News, ,, ,News & current affairs,Entertainment,Education,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762550,"Another household (friends, relatives house),In a bar,In a restaurant,In a market place", ,On a TV set,Do not watch at this time,7 days per week,7 days per week,3 days per week,7 days per week,6 days per week,Do not watch at this time,,TV1,I prefer because its a Zambian channel and airs local programmes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",, ,, ,Other (specify),news,News & current affairs,News & current affairs,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762551,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Zee World,I prefer it because it airs my favourite Indian soaps sacred ties and brides with benefits,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Indian movies,News, ,Other (specify),news,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,,, 
60762552,At home, ,On a TV set,Do not watch at this time,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Emmanuel TV,I love the live Sunday service they air every Sunday morning,Sunday,"Soccer commentaries,Other sports,Other (specify)",Religious programmes,News, ,Other (specify),news,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762553,"At home,In a bar,In a restaurant", ,On a TV set,Do not watch at this time,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Supersport Blitz,this channel keeps me updated on all sport events around the world,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Other sports", ,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762554,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Zee World,I like it because my favourite soaps are aired 7 days a week,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Other (specify),Indian soaps,News, ,, ,News & current affairs,News & current affairs,News & current affairs,Movies,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Dramas,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762555,"Another household (friends, relatives house),In a bar,In a restaurant", ,On a TV set,Do not watch at this time,2 days per week,2 days per week,7 days per week,3 days per week,Do not watch at this time,Do not watch at this time,,SuperSport 9,it airs live  wwe wrestling which I like very much,"Tuesday,Wednesday",Other sports, ,News, ,, ,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762556,"Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,5 days per week,Do not watch at this time,6 days per week,6 days per week,Do not watch at this time,,TV1,it airs the best local news,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",, ,News, ,Other (specify),news,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762557,"Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,4 days per week,4 days per week,4 days per week,4 days per week,Do not watch at this time,,TV 2,I like watching 3.7 blaze which they air,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Local drama,Other (specify)",music,News, ,Other (specify),3.7 blaze,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60762558,"Another household (friends, relatives house),In a bar,In a restaurant,In a market place", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,5 days per week,5 days per week,Do not watch at this time,,Supersport Blitz,the air all international sports results,Saturday,, ,, ,, ,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,,, 
60762559,"Another household (friends, relatives house),In a bar", ,On a TV set,Do not watch at this time,Do not watch at this time,5 days per week,5 days per week,3 days per week,3 days per week,Do not watch at this time,,TV 2,I love the local music videos the play,"Tuesday,Wednesday,Friday,Saturday","Soccer commentaries,Local drama", ,News, ,Other (specify),3.7blaze,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60763914,"Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,3 days per week,3 days per week,Do not watch at this time,,Emmanuel TV,it airs programs that contributes to Christianity life,Sunday,,religious,"News,Sports -on,Smooth Talk,Y Zone,Zambian Farmer", ,, ,News & current affairs,Movies,Movies,Dramas,Movies,None/Don’t know,Religious issues,Movies,Entertainment,Entertainment,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60763915,"At home,Another household (friends, relatives house)", ,On a TV set,1 day per week,1 day per week,Do not watch at this time,4 days per week,6 days per week,4 days per week,Do not watch at this time,,Telemundo,it airs the best soap opera movie programs  such as mexican soaps,Tuesday,"Other sports,Documentaries,African movies,American movies,Mexican movies,Local drama", ,News, ,Other (specify),news,News & current affairs,News & current affairs,Entertainment,Entertainment,Entertainment,Entertainment,Religious issues,Entertainment,Entertainment,Entertainment,Entertainment,Political issues,None/Don’t know,Dramas,None/Don’t know,Movies,Entertainment,,, 
60763916,"Another household (friends, relatives house),In a restaurant,In a market place", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,3 days per week,Do not watch at this time,Do not watch at this time,,TV1,it airs national news,Sunday,"African movies,American movies", ,News, ,, ,News & current affairs,News & current affairs,Movies,Dramas,Movies,Dramas,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,Political issues,None/Don’t know,Movies,Dramas,Movies,Movies,,, 
60763917,"At home,Another household (friends, relatives house),In a market place", ,On a TV set,Do not watch at this time,Do not watch at this time,3 days per week,Do not watch at this time,7 days per week,6 days per week,Do not watch at this time,,Zee World,it air the best entertaining soap opera movies,"Saturday,Sunday","African movies,American movies,Mexican movies,South African drama programmes,Local drama,Other (specify)",Indian soap opera,, ,, ,News & current affairs,News & current affairs,Dramas,None/Don’t know,None/Don’t know,Movies,Religious issues,None/Don’t know,Entertainment,Movies,Entertainment,News & current affairs,News & current affairs,Movies,None/Don’t know,Movies,Movies,,, 
60763918,"At home,Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,3 days per week,Less than that,,Zee World,it airs soaps that improves the entertainment world,Monday,"African movies,American movies,Mexican movies,South African drama programmes,Local drama,Magazine,Other (specify)",Indian soaps,, ,, ,News & current affairs,News & current affairs,Movies,Dramas,News & current affairs,Religious issues,Religious issues,Movies,Entertainment,Entertainment,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,Entertainment,,, 
60763919,"At home,Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,4 days per week,4 days per week,Do not watch at this time,,SuperSport 9,it airs the best entertaining sports such as wresting,"Tuesday,Wednesday","Other sports,American movies", ,, ,, ,News & current affairs,News & current affairs,Movies,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,Entertainment,,, 
60763920,"At home,Another household (friends, relatives house),In a restaurant,In a market place", ,On a TV set,Do not watch at this time,Less than that,Do not watch at this time,3 days per week,4 days per week,4 days per week,Do not watch at this time,,Zee World,it airs inspiring soap opera,Sunday,"Soccer commentaries,Other sports,African movies,American movies,Mexican movies", ,, ,, ,News & current affairs,News & current affairs,Entertainment,Dramas,None/Don’t know,None/Don’t know,Religious issues,Movies,Entertainment,Entertainment,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60763921,"At home,Another household (friends, relatives house),In a market place", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,4 days per week,5 days per week,4 days per week,Do not watch at this time,,Emmanuel TV,it a best  Christian channel that contributes to the growth of Christianity life,Sunday,"Soccer commentaries,Other sports,American movies,Local drama", ,News, ,, ,News & current affairs,News & current affairs,Movies,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Movies,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Movies,,, 
60772562,At home, ,On a TV set,Do not watch at this time,1 day per week,1 day per week,2 days per week,1 day per week,1 day per week,Do not watch at this time,,Zee World,they broadcast existing films,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Documentaries,African movies,American movies,Mexican movies,South African drama programmes,Local drama,Other (specify)",indian films,News, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,Entertainment,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60772780,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60772781,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60772782,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,6 days per week,5 days per week,6 days per week,5 days per week,6 days per week,Do not watch at this time,,Zee World,Best inspiring Indian movies.,"Monday,Tuesday,Wednesday,Thursday,Friday","Other sports,Documentaries,African movies,American movies,Mexican movies,Other (specify)",Indian movies,, ,Other (specify),3.7 blaze,News & current affairs,Entertainment,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Movies,Movies,None/Don’t know,Movies,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,Movies,,, 
60772783,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60772784,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,3 days per week,4 days per week,6 days per week,5 days per week,5 days per week,Less than that,,Zee World,Best inspiring Indian movies with great values.,"Monday,Tuesday,Wednesday,Thursday,Friday","Documentaries,American movies,Mexican movies,Local drama,Other (specify)",Indian movies,Smooth Talk, ,Other (specify),News,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60772785,"At home,Another household (friends, relatives house),Public van", ,On a TV set,Less than that,4 days per week,3 days per week,5 days per week,5 days per week,7 days per week,Less than that,,SuperSport 3,Best for wrestling entertainment.,"Friday,Saturday","Soccer commentaries,Other sports,Documentaries,American movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,Dramas,Dramas,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Movies,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60772786,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60772787,At home, ,On a TV set,Do not watch at this time,5 days per week,3 days per week,7 days per week,4 days per week,2 days per week,Do not watch at this time,,TV1,It broadcast my favourite tv show (smoonth talk),Friday,"Documentaries,Local drama", ,Smooth Talk, ,Other (specify),3.7 blaze,News & current affairs,Entertainment,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,Entertainment,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60772788,"At home,Public van", ,On a TV set,Do not watch at this time,5 days per week,6 days per week,5 days per week,6 days per week,7 days per week,Do not watch at this time,,SuperSport 3,Best for wrestling entertainment and premier league.,"Wednesday,Friday,Sunday","Soccer commentaries,Other sports,Local drama", ,, ,Other (specify),Real Love,News & current affairs,News & current affairs,Entertainment,Dramas,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,,, 
