SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
135084807,"Boomerang, Diamond TV, Discovery Channel, Discovery IDX, Disney Channel, E! Entertainment, M-Net, M-Net Movies Action +, Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                   , , ","BET,Boomerang, Diamond TV, Discovery Channel, Discovery IDX, Disney Channel, E! Entertainment, M-Net, M-Net Movies Action +, Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                   , , ",",BET ,Boomerang  ,Discovery Channel   ,Disney Channel    ,M-Net  i,M-Net Movies Action +       ,Telemundo  ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",",Diamond TV ,Discovery IDX  ,E! Entertainment   ,",,
135137675,,,,,,
135119160,"Emmanuel TV, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , ","Diamond TV,Emmanuel TV, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , ",",Diamond TV ,Emmanuel TV ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",,,
135152867,"SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                   , ","Fox Movies,SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                   , ",",Fox Movies ,SuperSport 9    ,Telemundo  ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",,",SuperSport 1    ,SuperSport 2    ,SuperSport 3    ,SuperSport 4    ,SuperSport 5    ,SuperSport 6    ,SuperSport 7    ,SuperSport 8    ,",
134906053,"City Channel Cable Network TV, Diamond TV, ZNBC TV1                                                                                      , , ","CBC TV,City Channel Cable Network TV, Diamond TV, ZNBC TV1 ",",Diamond TV ,ZNBC TV1  ",",CBC TV ,City Channel Cable Network TV      Apart from today, when was the last time you watched {0} by watching TV we mean that you personally watched television, either part or all of a programm either on your own set or one else's - either at hom,",,
134850568,Hope Channel,"African magic,Hope Channel",,",African magic  ,",,",Hope Channel    ,"
134596176,"Prime Television, SuperSport 9, SuperSport Select, Zee World, ZNBC TV 2, ZNBC TV1                                                                                     , , ","African magic,Prime Television, SuperSport 9, SuperSport Select, Zee World, ZNBC TV 2, ZNBC TV1",,,",African magic  ,",",Prime Television   ,SuperSport 9    ,SuperSport Select   ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  "
134610866,"African magic, African Movie Channel AMC, Al Jazeera, Baby TV, BBC Brit, BBC World News, Diamond TV, Parliament TV, Q TV, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zuku Entertainment, Zuku Kids, Zuku Life                                                                                  , , ","ABN TB,African magic, African Movie Channel AMC, Al Jazeera, Baby TV, BBC Brit, BBC World News, Diamond TV, Parliament TV, Q TV, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zuku Entertainment, Zuku Kids, Zuku Life                                                                                  , , ",",African magic  African Movie Channel AMC      ,Baby TV ,,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  Wa,Zuku Entertainment       er,Zuku Kids  Zuku Life  ,",",Diamond TV ,",",ABN TB ,Al Jazeera ,Q TV ,",",BBC Brit  Wa,BBC World News    ,Parliament TV    ,"
134675282,,,,,,
134678333,,,,,,
134702866,"ABN TB, African magic, African Movie Channel AMC, Al Jazeera, AMC Series, AMC USA, Animal Planet, Animaux, B4U Movies, Baby TV, Bakadoli, Bakadolo, BBC Brit, BBC Earth, BBC First, BBC Lifestyle, BBC World News, BET, BET International, Beta TV, Bloomberg, Bollywood, Boomerang, Bostv, Box, Brazil, Bukedde TV1, Capital TV, Cartoon network, CBC TV, Cbeebies, CBS TV, CCTV 9 Documentary, CCTV News, CCTV-4 Chinese, Channel ED, Channel O, Channel Ten, Chipata, Citizen TV, City Channel Cable Network TV, Classic Music TV, Classica, CNBC, CNN, Combo, Comedy Central, Crime + Investigation, Da Vinci Learning, Datah, Deen TV, Diamond TV, Discovery Channel, Discovery Family, Discovery IDX, Discovery Science, Disney Channel, Disney XD, Duck TV, DW-TV, E Africa, E! Entertainment, EA TV, Ebony Life TV, EBRU, Echo TV, Emmanuel TV, ESPN, E-Stars, Euro News English, Euro Sport News, Eva English, EWTN, Extreme Sports Channel, Family TV, Fashion One, Fashion TV, Fine Living Network, Food Network, Football Tv, Fox, Fox Crime, Fox Entertainment, Fox Movies, Fox Movies +2, Fox News, Fox Sports, Fox Sports 2, France 24, Fuel TV- Sports channel, FX, GBS, Ginx TV                                                        , , ","3 Stones TV,ABN TB, African magic, African Movie Channel AMC, Al Jazeera, AMC Series, AMC USA, Animal Planet, Animaux, B4U Movies, Baby TV, Bakadoli, Bakadolo, BBC Brit, BBC Earth, BBC First, BBC Lifestyle, BBC World News, BET, BET International, Beta TV, Bloomberg, Bollywood, Boomerang, Bostv, Box, Brazil, Bukedde TV1, Capital TV, Cartoon network, CBC TV, Cbeebies, CBS TV, CCTV 9 Documentary, CCTV News, CCTV-4 Chinese, Channel ED, Channel O, Channel Ten, Chipata, Citizen TV, City Channel Cable Network TV, Classic Music TV, Classica, CNBC, CNN, Combo, Comedy Central, Crime + Investigation, Da Vinci Learning, Datah, Deen TV, Diamond TV, Discovery Channel, Discovery Family, Discovery IDX, Discovery Science, Disney Channel, Disney XD, Duck TV, DW-TV, E Africa, E! Entertainment, EA TV, Ebony Life TV, EBRU, Echo TV, Emmanuel TV, ESPN, E-Stars, Euro News English, Euro Sport News, Eva English, EWTN, Extreme Sports Channel, Family TV, Fashion One, Fashion TV, Fine Living Network, Food Network, Football Tv, Fox, Fox Crime, Fox Entertainment, Fox Movies, Fox Movies +2, Fox News, Fox Sports, Fox Sports 2, France 24, Fuel TV- Sports channel, FX, GBS, Ginx TV                                                        , , ",",Animal Planet  Animaux ,Baby TV ,Bakadoli  Wa,Bakadolo  Wa,BBC Brit  Wa,BBC Earth  ,BBC Lifestyle  BBC World News    BET ,Bloomberg  Bollywood  Boomerang  ,Box ,Cartoon network    CBC TV ,CCTV 9 Documentary       er,CCTV News  ,Classic Music TV   ,CNBC CNN Combo  i,Crime + Investigation       ,Diamond TV ,Discovery Channel   ,Discovery Family   ,Discovery IDX  Discovery Science   ,Disney Channel    ,DW-TV  i,E Africa  Wa,E! Entertainment   ,Extreme Sports Channel       ,Fashion TV ,Fox ,France 24  ,",",ABN TB ,African magic  African Movie Channel AMC      ,Al Jazeera ,AMC Series ,AMC USA ,BBC First  ,BET International   ,Beta TV ,Bostv  i,Cbeebies  Wa,CBS TV ,CCTV-4 Chinese   ,Channel ED ,City Channel Cable Network TV      Apart from today, when was the last time you watched {0} by watching TV we mean that you personally watched television, either part or all of a programm either on your own set or one else's - either at hom,Comedy Central    ,Da Vinci Learning   ,Disney XD  ,Ebony Life TV  ,Euro News English       Euro Sport News    ,Family TV  Fashion One ,Fine Living Network       Food Network    ,Football Tv ,Fox Crime  ,Fox News  ,",",3 Stones TV ,B4U Movies ,Brazil ,Bukedde TV1 ,Capital TV ,Channel O  Channel Ten ,Classica  Wa,Datah  i,Deen TV ,Duck TV ,EA TV  i,E-Stars ,EWTN ,Fox Sports ,Fox Sports 2    ,FX  it Y,",",Chipata ,Citizen TV ,EBRU Echo TV ,Emmanuel TV ,ESPN ,Eva English ,Fox Entertainment   ,Fox Movies ,Fox Movies +2    ,Fuel TV- Sports channel       som,GBS Ginx TV ,"
134779694,"Hope Channel, SuperSport 4, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      ","Fashion TV,Hope Channel, SuperSport 4, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      ",,,,",Fashion TV ,Hope Channel    ,SuperSport 4    ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  "
134881828,"African Movie Channel AMC, Emmanuel TV, Fox Movies, Fox Movies +2, Hope Channel, Telemundo, Zee World                                                                                     , ","African magic,African Movie Channel AMC, Emmanuel TV, Fox Movies, Fox Movies +2, Hope Channel, Telemundo, Zee World                                                                                     , ",,",African magic  African Movie Channel AMC      ,Emmanuel TV ,Fox Movies ,Fox Movies +2  ,Hope Channel    ,Telemundo  ,Zee World  ,",,
134883967,"Muvi TV, Nat Geo Wild, SuperSport, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz, SuperSport maximo, Trace Urban, ZNBC TV1, Zambezi Magic                                                                                  ","Channel O,Muvi TV, Nat Geo Wild, SuperSport, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz, SuperSport maximo, Trace Urban, ZNBC TV1, Zambezi Magic                                                                                  ",,,,",Channel O  ,Muvi TV ,Nat Geo Wild    ,SuperSport ,SuperSport 1    ,SuperSport 2    ,SuperSport 3    ,SuperSport 4    ,SuperSport 5    ,SuperSport 6    ,SuperSport 7    ,SuperSport 8    ,SuperSport 9    ,Supersport Blitz   ,SuperSport maximo   ,Trace Urban ,ZNBC TV1  Wa,Zambezi Magic    "
134883971,"BBC Brit, BBC Lifestyle, BBC World News, Boomerang, Diamond TV, Discovery Channel, Disney Channel, Disney XD, E Africa, E! Entertainment, Fox, Fox Crime, Fox Sports 2, M-Net Movies Action, Mzansi, Sony Entertainment, Sony Max, Studio Universal, TLC Entertainment, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                , ","African magic,BBC Brit, BBC Lifestyle, BBC World News, Boomerang, Diamond TV, Discovery Channel, Disney Channel, Disney XD, E Africa, E! Entertainment, Fox, Fox Crime, Fox Sports 2, M-Net Movies Action, Mzansi, Sony Entertainment, Sony Max, Studio Universal, TLC Entertainment, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                , ",",BBC Brit  Wa,BBC World News    ,Boomerang  ,Disney Channel    ,E! Entertainment   ,Fox Fox Crime  ,Mzansi ,Sony Entertainment       er,Studio Universal   ,TLC Entertainment   ,ZNBC TV 2  ,ZNBC TV1  Wa,Zambezi Magic  ",,",Disney XD  ,E Africa  ,",",African magic    ,BBC Lifestyle    ,Diamond TV ,Discovery Channel   ,Fox Sports 2    ,M-Net Movies Action       ,Sony Max  ,"
134901775,"BBC Brit, BBC Earth, BBC First, BBC Lifestyle, BBC World News, Nat Geo Wild, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                 , , ","Al Jazeera,BBC Brit, BBC Earth, BBC First, BBC Lifestyle, BBC World News, Nat Geo Wild, SuperSport 1, SuperSport 4, SuperSport 7, SuperSport 8, SuperSport 9, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                   ",,,",Al Jazeera ,BBC Brit  Wa,BBC Earth  BBC First  BBC Lifestyle  BBC World News    ,Nat Geo Wild    ,SuperSport 1    ,SuperSport 4    ,SuperSport 7    ,SuperSport 8    ,SuperSport 9    ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",
134994983,"African Movie Channel AMC, SuperSport 1, Zee World                                                                                      , , ","African magic,African Movie Channel AMC, Zee World                                                                                       ",,",African magic  African Movie Channel AMC      ,Zee World  ,",,
135087471,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",,,
135181096,"Nick Jr, Nickelodeon, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      ","African magic,Nick Jr, Nickelodeon, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      ",,,",African magic  ,Nick Jr ,Nickelodeon ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",
134817365,"ZNBC TV 3, ZNBC TV1                                                                                       ","ZNBC TV 2,ZNBC TV 3, ZNBC TV1                                                                                       ",",ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",,,
135118382,"BBC Earth, Channel O, Discovery Family, M-Net Movies Action, Nickelodeon, SABC, Trace Muzik, Trace Urban, Vuzu, ZNBC TV 2, ZNBC TV1                                                                                    ","BBC Brit,BBC Earth, Channel O, Discovery Family, M-Net Movies Action, Nickelodeon, SABC, Trace Muzik, Trace Urban, Vuzu, ZNBC TV 2, ZNBC TV1                                                                                    ",",BBC Brit  Wa,BBC Earth  ,Channel O  ,M-Net Movies Action       ,Nickelodeon ,SABC ,Trace Muzik ,Trace Urban ,Vuzu ,",",Discovery Family   ,ZNBC TV 2  ,ZNBC TV1  ",,
134610867,"Emmanuel TV, Novela E1, StarTimes Bollywood HD, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                     , , ","ABN TB,Emmanuel TV, Novela E1, StarTimes Bollywood HD, ZNBC TV 2, ZNBC TV 3, ZNBC TV1",",StarTimes Bollywood HD       ,ZNBC TV 2  ,ZNBC TV1  ",",,ZNBC TV 3  ,",,",ABN TB ,Emmanuel TV ,Novela E1  ,"
134691580,"ABN TB, African magic, Al Jazeera, AMC Series, Animal Planet, BBC World News, BET, Boomerang, Cartoon network, SuperSport 8, SuperSport 9, ZNBC TV 2, ZNBC TV 3                                                                                   , ","African magic,SuperSport 8, SuperSport 9                                                                                       ",",SuperSport 8    ,SuperSport 9    ,",,",African magic  ,",
134953623,"Trace Muzik, Zee Cinema, Zee World                                                                                      , , ","African magic,Trace Muzik, Zee Cinema, Zee World ",",African magic  ,Trace Muzik ,",,",Zee World  ,",",,Zee Cinema ,"
134670543,"Discovery Channel, Zambezi Magic                                                                                       ","Amnet,Discovery Channel, Zambezi Magic                                                                                       ",",Amnet  i,Discovery Channel   ,Zambezi Magic  ",,,
134802708,Others,"African magic,Others",",African magic  ,Others ,",,,
135107709,"Mzansi, Telemundo, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zambezi Magic                                                                                     , ","African magic,Mzansi, Telemundo, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zambezi Magic                                                                                     , ",",African magic  ,ZNBC TV1  Wa,Zambezi Magic  ",",Mzansi ,Zee World  ,",",Telemundo  ,",",ZNBC TV 2  ZNBC TV 3  ,"
135118014,"Iroko Play-African Movies, Iroko Plus-African Movies, M-Net Movies Zone, SuperSport Select, Telemundo, Zee World                                                                                     , , ","Emmanuel TV,Iroko Play-African Movies, Iroko Plus-African Movies, M-Net Movies Zone, SuperSport Select, Telemundo, Zee World",",SuperSport Select   ,Zee World  ,",",M-Net Movies Zone   ,",",Emmanuel TV ,Iroko Play-African Movies       s,Iroko Plus-African Movies       s,Telemundo  ,",
134846717,"African Movie Channel AMC, BBC Lifestyle, Gospel Music TV, M-Net Movies Stars, M-Net Movies Zone, Muvi TV, One Gospel, One Music, Q TV, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zambezi Magic                                                                                , ","African magic,African Movie Channel AMC, SuperSport 8, Zee World, ZNBC TV 3, ZNBC TV1                                                                                      ",,,",African magic  African Movie Channel AMC      ,SuperSport 8    ,Zee World  ,ZNBC TV 3  ZNBC TV1  ",
134701949,,,,,,
134876928,"Muvi TV, Prime Television, ZNBC TV 2, ZNBC TV1                                                                                      , ","Diamond TV,Muvi TV, Prime Television, ZNBC TV 2, ZNBC TV1                                                                                      , ",,,",Diamond TV ,ZNBC TV 2  ,ZNBC TV1  ",",Muvi TV ,Prime Television   ,"
135084022,"African magic, African Movie Channel AMC, Diamond TV, Jim Jam, Muvi TV, SuperSport Select, Zee World, ZNBC TV 2, ZNBC TV1                                                                                    , , ","ABN TB,African magic, African Movie Channel AMC, Diamond TV, Jim Jam, Muvi TV, SuperSport Select, Zee World, ZNBC TV 2, ZNBC TV1",",ABN TB ,African magic  African Movie Channel AMC      ,Diamond TV ,Jim Jam ,Muvi TV ,SuperSport Select   ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",,,
134922172,"Muvi TV, Q TV, ZNBC TV1                                                                                      , , ","Diamond TV,Muvi TV, Q TV, ZNBC TV1 ",",Diamond TV ,Q TV ,ZNBC TV1  ",,,",Muvi TV ,"
134906051,"African magic, African Movie Channel AMC, Boomerang, Emmanuel TV, Iroko Play-African Movies, Mzansi, Nick Jr, One Gospel, Telemundo, Trace Gospel, Vuzu, Zee World                                                                                   , , ","ABN TB,African magic, African Movie Channel AMC, Boomerang, Emmanuel TV, Iroko Play-African Movies, Mzansi, Nick Jr, One Gospel, Telemundo, Trace Gospel, Vuzu, Zee World                                                                                   , , ",",African Movie Channel AMC      ,Boomerang  ,Iroko Play-African Movies       s,Mzansi ,One Gospel ,Trace Gospel    ,Vuzu ,",",African magic  ,Emmanuel TV ,Nick Jr ,",,",ABN TB ,Telemundo  ,Zee World  ,"
134851889,"Al Jazeera, BBC World News, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      ","African magic,Al Jazeera, BBC World News, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      ",",African magic  ,Al Jazeera ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",",BBC World News    ,,",,
134579401,"ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , , ","Muvi TV,ZNBC TV 2, ZNBC TV1                                                                                       ,ZNBC TV 3,",",Muvi TV ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",,,
134579402,"Q TV, ZNBC TV 2, ZNBC TV1                                                                                      , , ","ZNBC TV1,,Q TV,",,",Q TV ,ZNBC TV1  ",,
134579403,,,,,,
134587437,,,,,,
134587438,,"ZNBC TV1,",,,,",ZNBC TV1  "
134623538,,"ZNBC TV1,",,",ZNBC TV1  ",,
134623539,,"ZNBC TV1,",,,",ZNBC TV1  ",
134627595,,,,,,
134657574,,,,,,
134663991,,,,,,
134666199,,,,,,
134670305,,"Muvi TV,",,,",Muvi TV ,",
134670544,"E Africa, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, World Football, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                   ","African magic,E Africa, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, World Football, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                   ",",SuperSport 1    ,SuperSport 2    ,SuperSport 3    ,SuperSport 4    ,SuperSport 5    ,SuperSport 6    ,SuperSport 9    ,World Football    ,ZNBC TV 2  ZNBC TV 3  ,",",African magic  ,E Africa  ,SuperSport 7    ,SuperSport 8    ,ZNBC TV1  ",,
134693310,,,,,,
134698060,,,,,,
134731374,,"Zambezi Magic,",,,,",,Zambezi Magic    "
134731378,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",,,
134811309,"Bollywood, CBS TV, Diamond TV, M-Net Movies Action, M-Net Movies Comedy, M-Net Movies Premier, M-Net Movies Romance, M-Net Movies Showcase, Muvi TV, Nat Geo Gold, Nat Geo Wild, National Geographic Channel, Parliament TV, QTV Zambia, SABC, Star Bollywood, ZNBC TV 2, ZNBC TV1                                                                                 , , ","BBC World News,Bollywood, CBS TV, Diamond TV, M-Net Movies Action, M-Net Movies Comedy, M-Net Movies Premier, M-Net Movies Romance, M-Net Movies Showcase, Muvi TV, Nat Geo Gold, Nat Geo Wild, National Geographic Channel, Parliament TV                                                                                   , ,QTV Zambia,ZNBC TV 2, ZNBC TV1                                                                                       ",,,",BBC World News    ,Bollywood  ,CBS TV ,Diamond TV ,M-Net Movies Action       ,M-Net Movies Comedy       ,M-Net Movies Premier       ,M-Net Movies Romance       ,M-Net Movies Showcase       ,Muvi TV ,Nat Geo Gold    ,Nat Geo Wild    ,National Geographic Channel      ,Parliament TV  ,QTV Zambia ,ZNBC TV 2  ,ZNBC TV1  ",
134854045,"ZNBC TV 2, ZNBC TV1                                                                                       ","Zee World,ZNBC TV 2, ZNBC TV1                                                                                       ",,,,",Zee World  ,ZNBC TV 2  ,ZNBC TV1  "
134855062,"Bollywood, CNBC, CNN, Diamond TV, E Africa, Emmanuel TV, Fox Crime, Fox Movies, Fox News, Fox Sports, Gospel Music TV, History, Iroko Plus-African Movies, Muvi TV, Nat Geo Gold, Nat Geo Wild, National Geographic Channel, Parliament TV, QTV Zambia, StarTimes Bollywood HD, Zee World, ZNBC TV 2, ZNBC TV1                                                                                ","BBC World News,Bollywood, CNBC, CNN, Diamond TV, E Africa, Emmanuel TV, Fox Crime, Fox Movies, Fox News, Fox Sports, Gospel Music TV, History, Iroko Plus-African Movies, Muvi TV, Nat Geo Gold, Nat Geo Wild, National Geographic Channel, Parliament TV, QTV Zambia, StarTimes Bollywood HD, ZNBC TV 2, ZNBC TV1                                                                                , ,Zee World,",",Emmanuel TV ,",,",BBC World News    ,Bollywood  ,CNN ,Diamond TV ,E Africa  ,Fox Crime  ,Fox Movies ,Fox News  Wa,Fox Sports ,Gospel Music TV    History ,Iroko Plus-African Movies       s,Muvi TV ,Nat Geo Gold    ,Nat Geo Wild    ,National Geographic Channel      ,Parliament TV  ,QTV Zambia ,StarTimes Bollywood HD       ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",",CNBC ,"
134922168,"Zee World, ZNBC TV1                                                                                       ","Zee World,ZNBC TV1,African magic,",,",African magic  ,Zee World  ,",",ZNBC TV1  ",
134930647,,"ZNBC TV1,",,,,",ZNBC TV1  "
134947612,ZNBC TV1,"Zee World,ZNBC TV1",",Zee World  ,",",ZNBC TV1  ",,
134948048,,,,,,
134948049,,,,,,
134966318,,"ZNBC TV1,",,,,",ZNBC TV1  "
135033639,M-Net,"Al Jazeera,M-Net",",Al Jazeera ,M-Net  i,",,,
135033642,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,",ZNBC TV 2  ,ZNBC TV1  ",,
135042787,,,,,,
135054443,Fox Movies +2,"Fox Movies,Fox Movies +2",,,",Fox Movies ,Fox Movies +2  ,",
135085561,,,,,,
135119630,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,,,",ZNBC TV 2  ,ZNBC TV1  "
135145143,,,,,,
135145174,,,,,,
134575903,,"African magic,",",African magic  ,",,,
134594644,,,,,,
134659932,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",,,
134659935,"Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , , ","Hope Channel,Zee World, ZNBC TV 2, ZNBC TV1 ",",Hope Channel    ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",,,
134668456,,"Zee World,",,,,",Zee World  ,"
135076196,,,,,,
134994383,,,,,,
134994528,,,,,,
134920549,"Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , , ","Zee World,",",Zee World  ,",,,
134883677,ZNBC TV1,"ZNBC TV1,",,,",ZNBC TV1  ",
134886403,,,,,,
135144530,"Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , ","Telemundo,Zee World, ZNBC TV 2, ZNBC TV1 ",,",Zee World  ,",",Telemundo  ,ZNBC TV 2  ,ZNBC TV1  ",
134802322,"BBC World News, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , ","BBC Lifestyle,BBC World News, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , ",,",BBC Lifestyle  BBC World News    ,,ZNBC TV1  ",",ZNBC TV 2  ZNBC TV 3  ,",
134914233,,,,,,
134994343,"ZNBC TV 3, ZNBC TV1                                                                                       ","ZNBC TV 2,ZNBC TV 3, ZNBC TV1                                                                                       ",,,",ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",
134888500,"Diamond TV, Zee World                                                                                       ","Zee World,",",Zee World  ,",,,
134840089,"Emmanuel TV, Fox, ZNBC TV1                                                                                      , , ","BBC World News,Emmanuel TV",,",BBC World News    ,Emmanuel TV ,",,
134888499,,"Zee World,",",Zee World  ,",,,
134704108,,,,,,
134813637,,,,,,
134820193,"SuperSport, ZNBC TV1                                                                                       ","SuperSport,",",SuperSport ,",,,
135078847,,,,,,
134944676,"Fox, Parliament TV, Telemundo, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                     , , ","Bollywood,Fox, Parliament TV, Telemundo, ZNBC TV 2, ZNBC TV 3, ZNBC TV1",",Bollywood  ,Fox ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",,",Telemundo  ,",",Parliament TV    ,"
134994344,"ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , , ","StarTimes Bollywood HD,ZNBC TV 2, ZNBC TV 3, ZNBC TV1 ",",StarTimes Bollywood HD       ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",,,
134847536,"M-Net Movies Zone, SuperSport, Zee World                                                                                      , , ","SuperSport,",",SuperSport ,",,,
134817235,"Fox, ZNBC TV 2, ZNBC TV1                                                                                      , , ","Eva English,Fox, ZNBC TV 2, ZNBC TV1 ",",Fox ,ZNBC TV 2  ,ZNBC TV1  ",,,",Eva English ,"
134704105,,,,,,
134914236,,,,,,
135139060,,,,,,
134591799,"Emmanuel TV, SuperSport, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                  , , ","1 Music,Emmanuel TV, SuperSport 9, Zee World ",,"1 Music ,Emmanuel TV ,SuperSport 9    ,",",Zee World  ,",
134593009,,,,,,
134593012,"SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz                                                                                    , , ","SuperSport 1,SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz",,,",SuperSport 1    ,SuperSport 2    ,SuperSport 3    ,SuperSport 4    ,SuperSport 5    ,SuperSport 6    ,SuperSport 7    ,SuperSport 8    ,SuperSport 9    ,Supersport Blitz   ,",
134593013,,,,,,
134593014,"ZNBC TV 2, ZNBC TV1                                                                                       ","Muvi TV,ZNBC TV 2, ZNBC TV1                                                                                       ",,",Muvi TV ,ZNBC TV 2  ,ZNBC TV1  ",,
134593167,,,,,,
134593170,"Emmanuel TV, Zee World, ZNBC TV 3, ZNBC TV1                                                                                      , ","ZNBC TV1,",",ZNBC TV1  ",,,
134627017,,,,,,
134628080,Telemundo,"Emmanuel TV,Telemundo",",Emmanuel TV ,Telemundo  ,",,,
134628081,"Telemundo, Zambezi Magic                                                                                       ","Emmanuel TV,Telemundo, Zambezi Magic                                                                                       ",",Emmanuel TV ,Telemundo  ,Zambezi Magic  ",,,
134628085,,,,,,
134630895,Mzansi,"African magic,Mzansi",,,,",African magic    ,Mzansi ,"
134630896,,,,,,
134695948,,"Muvi TV,",,,,",Muvi TV ,"
134695950,"ZNBC TV1, Zambezi Magic                                                                                       ","ZNBC TV1,",,,,",ZNBC TV1  "
134802323,"Prime Television, ZNBC TV 2, ZNBC TV1                                                                                      , , ","Muvi TV,Prime Television, ZNBC TV 2, ZNBC TV1 ",",ZNBC TV 2  ,ZNBC TV1  ",,,",Muvi TV ,Prime Television   ,"
