SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
134842871,"Prime Television, Q TV, ZNBC TV1, Zambezi Magic                                                                                      , ","Diamond TV,Prime Television, Q TV, ZNBC TV1, Zambezi Magic                                                                                      , ",",,Zambezi Magic  ",",Diamond TV ,ZNBC TV1  ",",Q TV ,",",Prime Television   ,"
134847405,"Al Jazeera, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                      , ","ZNBC TV 2,ZNBC TV1",,,",ZNBC TV 2  ,ZNBC TV1  ",
134867919,,"ZNBC TV1,",",ZNBC TV1  ",,,
134874965,"Emmanuel TV, Star KungFu 1, Star Plus, ZNBC TV1                                                                                      , ","African magic,Emmanuel TV, Star KungFu 1, Star Plus, ZNBC TV1                                                                                      , ",",African magic  ,Emmanuel TV ,Star KungFu 1  ,Star Plus  ,ZNBC TV1  ",,,
134883675,"Star One, ZNBC TV 2, ZNBC TV1                                                                                      , , ","Star Movies 1 +2Hrs,Star One, ZNBC TV 2, ZNBC TV1 ",",Star Movies 1 +2Hrs       ,Star One  ,ZNBC TV 2  ,ZNBC TV1  ",,,
134883678,ZNBC TV1,"ZNBC TV 2,",,,",ZNBC TV 2  ,",
134886401,,,,,,
134886402,,,,,,
134907089,"ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , , ","Muvi TV,ZNBC TV 2, ZNBC TV 3, ZNBC TV1 ",",Muvi TV ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",,,
134920576,Zee World,"Zee World,",",Zee World  ,",,,
134920577,Zee World,"Zee World,",",Zee World  ,",,,
134954272,,,,,,
134974994,"Star One, Star Plus, ZNBC TV 2, ZNBC TV1                                                                                      , ","Star Novela E1,Star One, Star Plus, ZNBC TV 2, ZNBC TV1                                                                                      , ",",ZNBC TV 2  ,ZNBC TV1  ",",Star Novela E1    ,Star One  Wa,Star Plus  ,",,
134994525,,,,,,
135036498,,,,,,
135116989,,,,,,
135121826,"M-Net Movies Action, M-Net Movies Action +, SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, Trace Gospel, Trace Urban, Travel Channel, Zee World, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                   ","BET,M-Net Movies Action, M-Net Movies Action +, SuperSport 1, SuperSport 2, SuperSport 4, SuperSport 5, Trace Gospel, Trace Urban, Travel Channel, Zee World, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                   , ",",BET ,M-Net Movies Action       ,M-Net Movies Action +       ,SuperSport 5    ,Trace Gospel    ,Trace Urban ,Travel Channel    ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  Wa,Zambezi Magic  ",",SuperSport 1    ,SuperSport 2    ,SuperSport 4    ,",,
135121888,Zee World,"Zee World,",",Zee World  ,",,,
135121890,"Star Novela E1, Star Novela E3, Star Plus, Star Series E1, ZNBC TV 2, ZNBC TV1                                                                                     , , ","Star KungFu 1,Star Novela E1, Star Novela E3, Star Plus, Star Series E1, ZNBC TV 2, ZNBC TV1",",Star Novela E1    ,Star Plus  ,",",Star KungFu 1  ,Star Novela E3    ,Star Series E1    ,ZNBC TV 2  ,ZNBC TV1  ",,
135139935,"Emmanuel TV, M-Net Movies Zone, Star Series E1, ZNBC TV 2, ZNBC TV1                                                                                      ","BBC World News,Emmanuel TV, M-Net Movies Zone, Star Series E1, ZNBC TV 2, ZNBC TV1                                                                                      ",",M-Net Movies Zone   ,Star Series E1    ,ZNBC TV 2  ,ZNBC TV1  ",",Emmanuel TV ,",",BBC World News    ,,",
135142855,"ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , , ","Parliament TV,ZNBC TV 2, ZNBC TV 3, ZNBC TV1 ",",ZNBC TV1  ",",Parliament TV  ,ZNBC TV 2  ,",",,ZNBC TV 3  ,",
134699420,ZNBC TV1,"Star Plus,",,,",Star Plus  ,",
134882112,"Star Plus, ZNBC TV1                                                                                       ","Novela E1,",",Novela E1  ,",,,
134590020,,"ZNBC TV1,",",ZNBC TV1  ",,,
134625963,,,,,,
135119027,,,,,,
135119028,,,,,,
135119029,,,,,,
135181095,"B4U Movies, Jim Jam, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                     , , ","African magic,B4U Movies, Jim Jam, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1",",Jim Jam ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",",African magic  ,",",B4U Movies ,,ZNBC TV 3  ,",
135118017,"Cartoon network, Discovery Channel, Fox, QTV Zambia                                                                                      , ","BET,Cartoon network, Discovery Channel, Fox, QTV Zambia                                                                                      , ",",BET ,Cartoon network    ,Discovery Channel   ,Fox ,",,,",QTV Zambia ,"
134906054,"Channel O, MTV, Trace Urban, Zee Cinema                                                                                      , ","BET,Channel O, MTV, Trace Urban, Zee Cinema                                                                                      , ",",Channel O  ,MTV,Trace Urban ,",,",BET ,",",,Zee Cinema ,"
135118016,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",,,
134849440,"African magic, African Movie Channel AMC, Al Jazeera, AMC Series, B4U Movies, Baby TV, BBC First, BBC Lifestyle, BBC World News, BET, BET International, Bloomberg, Boomerang, Cartoon network, Channel O, City Channel Cable Network TV, CNN, Comedy Central, Crime + Investigation, Da Vinci Learning, Diamond TV, Discovery Channel, Discovery Family, Discovery Science, Disney Channel, E Africa, E! Entertainment, ESPN, Fox, Fox Movies +2, Fox Sports, FX, M-Net Movies Action, M-Net Movies Action +, M-Net Movies Zone, MTV, MTV Base, Music, Nat Geo Wild, National Geographic Channel, Nick Jr, Nickelodeon, Prime Television, QTV Zambia, SABC, Sky News, Sony Entertainment, SuperSport, SuperSport 1, SuperSport 2, SuperSport 4, Supersport Blitz, SuperSport maximo, SuperSport Select, TCM, Telemundo, Universal Channel, Zee World, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                   , ","1 Music,African magic, African Movie Channel AMC, Al Jazeera, AMC Series, B4U Movies, Baby TV, BBC First, BBC Lifestyle, BBC World News, BET, BET International, Bloomberg, Boomerang, Cartoon network, Channel O, City Channel Cable Network TV, CNN, Comedy Central, Crime + Investigation, Da Vinci Learning, Diamond TV, Discovery Channel, Discovery Family, Discovery Science, Disney Channel, E Africa, E! Entertainment, ESPN, Fox, Fox Movies +2, Fox Sports, FX, M-Net Movies Action, M-Net Movies Action +, M-Net Movies Zone, MTV, MTV Base, Music, Nat Geo Wild, National Geographic Channel, Nick Jr, Nickelodeon, Prime Television, QTV Zambia, SABC, Sky News, Sony Entertainment, SuperSport, SuperSport 1, SuperSport 2, SuperSport 4, Supersport Blitz, SuperSport maximo, SuperSport Select, TCM, Telemundo, Universal Channel, Zee World, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                   , ",,,"1 Music ,African magic  African Movie Channel AMC      ,Al Jazeera ,AMC Series ,B4U Movies ,Baby TV ,BBC First  BBC Lifestyle  BBC World News    BET BET International   ,Bloomberg  ,Boomerang  ,Cartoon network    ,Channel O  ,City Channel Cable Network TV      Apart from today, when was the last time you watched {0} by watching TV we mean that you personally watched television, either part or all of a programm either on your own set or one else's - either at hom,CNN ,Comedy Central    Crime + Investigation       ,Da Vinci Learning   ,Diamond TV ,Discovery Channel   ,Discovery Family   ,Discovery Science   ,Disney Channel    ,E Africa  Wa,E! Entertainment   ,ESPN ,Fox ,Fox Movies +2  ,Fox Sports ,FX  it Y,M-Net Movies Action       ,M-Net Movies Action +       ,M-Net Movies Zone   ,MTV,MTV Base  ,Music  i,Nat Geo Wild    ,National Geographic Channel      ,Nick Jr ,Nickelodeon ,Prime Television   ,QTV Zambia ,SABC Sky News  Wa,Sony Entertainment       er,SuperSport ,SuperSport 1    ,SuperSport 2    ,SuperSport 4    ,Supersport Blitz   ,SuperSport maximo   ,SuperSport Select   ,TCM Telemundo  ,Universal Channel   ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  Wa,Zambezi Magic  ",
134912427,,"ZNBC TV1,",,,,",ZNBC TV1  "
135076265,"Star KungFu 1, Star Novela E1, Star Novela E3, Zee World                                                                                      , ","Star Bollywood,Star KungFu 1, Star Novela E1, Star Novela E3, Zee World                                                                                      , ",,",Star Bollywood    ,",,",Star KungFu 1    ,Star Novela E1    Star Novela E3    ,Zee World  ,"
134944785,,,,,,
135106730,"Novela E1, Star Bollywood, Zee Cinema                                                                                      , , ","African Movie Channel AMC,Novela E1, Star Bollywood, Zee Cinema ",,,",African Movie Channel AMC      ,Novela E1  ,Star Bollywood    ,Zee Cinema ,",
134906052,Star Plus,"Star Novela E1,Star Plus",",Star Novela E1    ,Star Plus  ,",,,
134905643,"Nickelodeon, Others, Zee World, Zambezi Magic                                                                                      , ","Disney Channel,Nickelodeon, Others, Zee World, Zambezi Magic                                                                                      , ",,,,",Disney Channel    ,Nickelodeon ,Others ,Zee World  ,Zambezi Magic    "
135085242,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,,,",ZNBC TV 2  ,ZNBC TV1  "
134584236,"BBC World News, Diamond TV, Muvi TV, Trace Muzik, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                     , ","AMC Series,Diamond TV, Muvi TV, Trace Muzik, ZNBC TV 2, ZNBC TV 3, ZNBC TV1",",AMC Series ,Diamond TV ,Trace Muzik ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",,,",Muvi TV ,"
134608556,"Emmanuel TV, Muvi Combo, Muvi Education, Muvi Muvis, Muvi Nkani, Muvi Novela, Muvi Nyimbo, Muvi Prism Africa, Muvi TV, Muvi Yanga, MUVIZ, My TV, Mzansi, Prism Africa, QTV Zambia, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                 , ","African magic,Mzansi, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , ",,,",Mzansi ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",",African magic    ,,"
134636214,,"Zee World,",",Zee World  ,",,,
134636310,,,,,,
134663353,,,,,,
134733978,,,,,,
134772679,"World Football, Zee Cinema, ZNBC TV1                                                                                      , , ","World Football,",,,,",World Football    ,"
134804235,,,,,,
134849446,"BBC World News, SABC, Telemundo, Universal Channel, Zee World, ZNBC TV 2, ZNBC TV1                                                                                     , ","Al Jazeera,BBC World News, SABC, Telemundo, Universal Channel, Zee World, ZNBC TV 2, ZNBC TV1                                                                                     , ",",ZNBC TV1  ",",Al Jazeera ,BBC World News    ,Telemundo  ,Universal Channel   ,Zee World  ,ZNBC TV 2  ,",",SABC ,",
134876927,"Channel O, Disney Channel, M-Net Movies Zone, Nickelodeon, Studio Universal, Telemundo, Zee World                                                                                     , ","African magic,Channel O, Disney Channel, M-Net Movies Zone, Nickelodeon, Studio Universal, Telemundo, Zee World                                                                                     , ",",African magic  ,Channel O  ,Disney Channel    ,M-Net Movies Zone   ,Nickelodeon ,Studio Universal   ,Telemundo  ,Zee World  ,",,,
134883969,,"African magic,",",African magic  ,",,,
134906839,"African Movie Channel AMC, Hope Channel, Jim Jam, Novela E1, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                     , ","African magic,African Movie Channel AMC, Hope Channel, Jim Jam, Novela E1, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                     , ",",African magic  African Movie Channel AMC      ,Hope Channel    ,Jim Jam ,Novela E1  ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",,,
134946926,,,,,,
135031767,"Citizen TV, Jim Jam, Prime Television, QTV Zambia, SuperSport Select, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zambezi Magic                                                                                    , ","African magic,Citizen TV, Jim Jam, Prime Television, QTV Zambia, SuperSport Select, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zambezi Magic                                                                                    , ",",African magic  ,Jim Jam ,Zee World  ,ZNBC TV1  ",,,",Citizen TV ,Prime Television   ,QTV Zambia ,SuperSport Select   ,ZNBC TV 2  ZNBC TV 3  ,Zambezi Magic    "
135033820,,,,,,
135075173,,,,,,
135076264,,,,,,
134572213,,"Muvi TV,",,,,",Muvi TV ,"
134577100,,,,,,
134577101,,,,,,
134577385,,"ZNBC TV1,",,,,",ZNBC TV1  "
134579229,,,,,,
134579231,,,,,,
134582221,,"Muvi TV,",,,,",Muvi TV ,"
134584960,,,,,,
134588149,,,,,,
134592200,,,,,,
134593901,,,,,,
134593906,,,,,,
134595796,,,,,,
134595797,,,,,,
134611635,,,,,,
134611636,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,,,",ZNBC TV 2  ,ZNBC TV1  "
134611637,"Muvi TV, QTV Zambia, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      ","Diamond TV,Muvi TV, QTV Zambia, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      ",,,,",Diamond TV ,Muvi TV ,QTV Zambia ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  "
134611638,"E Africa, Emmanuel TV, Muvi TV, QTV Zambia, Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                     ","Diamond TV,E Africa, Emmanuel TV, Muvi TV, QTV Zambia, Zee World, ZNBC TV1,ZNBC TV 2,",,,,",Diamond TV ,E Africa  Wa,Emmanuel TV ,Muvi TV ,QTV Zambia ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  "
134611639,"National Geographic Channel, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , ","Muvi TV,National Geographic Channel, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , ",,,,",Muvi TV ,National Geographic Channel      ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  "
134611640,"Diamond TV, Muvi TV, National Geographic Channel, QTV Zambia, SABC, SuperSport 3, SuperSport 6, SuperSport 8, SuperSport 9, SuperSport maximo, Telemundo, Zee Cinema, ZNBC TV 2, ZNBC TV1, Zuku Life, Zuku Movies Action, Zuku Novella, Zuku Zone, Zambezi Magic                                                                                 , ","Al Jazeera,Diamond TV, Muvi TV, QTV Zambia, SABC, SuperSport 3, ZNBC TV 2, ZNBC TV1                                                                                     , ,National Geographic Channel,",",ZNBC TV 2  ,",",ZNBC TV1  ",,",Al Jazeera ,Diamond TV ,Muvi TV ,National Geographic Channel      ,QTV Zambia ,SABC ,SuperSport 3    ,"
134611641,"BBC World News, BET, BET International, CNN, Diamond TV, Football Tv, Muvi TV, National Geographic Channel, Parliament TV, Prime Television, QTV Zambia, SABC, SuperSport 9, ZNBC TV 2, ZNBC TV1                                                                                  , , ","Al Jazeera,BBC World News, BET, BET International, CNN, Diamond TV, Football Tv, Muvi TV, National Geographic Channel, Parliament TV, Prime Television, QTV Zambia, SABC, SuperSport 9                                                                                   , ,ZNBC TV 2,ZNBC TV1",,",Diamond TV ,ZNBC TV 2  ,ZNBC TV1  ",",Al Jazeera ,BBC World News    ,CNN ,SuperSport 9    ,",",BET BET International   ,Football Tv ,Muvi TV ,National Geographic Channel      ,Parliament TV    ,Prime Television   ,QTV Zambia ,SABC ,"
