SbjNum,Internet Service providers P4W,Main Internet Service providers/download P4W,Bought Digital Content using your Mobile Device,Service Providers - Bought Digital Content using your Mobile Device,Service Providers - Will Consider to Buy Digital Content using Mobile Device,Overall Best Service provider of Digital Content for your mobile device,Airtel,MTN,Vodafone,Zamtel,{0}
60722388,,,,,,,,,,,
60724803,"Airtel,Zamtel,",Airtel,No,,Don’t know / unsure,,Otherplease specify,,,Otherplease specify,
60724804,,,,,,,,,,,
60724805,Airtel,Airtel,No,,Don’t know / unsure,,Otherplease specify,,,,
60724806,,,,,,,,,,,
60724807,,,,,,,,,,,
60724808,"Airtel,Zamtel,",Zamtel,No,,Don’t know / unsure,,Otherplease specify,,,Otherplease specify,
60724809,Airtel,Airtel,No,,Don’t know / unsure,,Otherplease specify,,,,
60724810,"Airtel,Zamtel,",Airtel,No,,Don’t know / unsure,,Otherplease specify,,,Otherplease specify,
60725305,,,,,,,,,,,
60726250,Airtel,Airtel,No,,Don’t know / unsure,,Best content,,,,
60726251,,,,,,,,,,,
60726252,Airtel,Airtel,No,,Don’t know / unsure,,Best for my device,,,,
60726253,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best content,,,,
60726254,MTN,MTN,Yes,MTN: MTN Play,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Best value,,,
60726255,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Widest range of content,,,,
60726256,,,,,,,,,,,
60726257,,,,,,,,,,,
60726258,"Airtel,Zamtel,",Zamtel,No,,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,Best content,,,Widest range of content,
60726844,,,,,,,,,,,
60727074,"MTN,Zamtel,",Zamtel,No,,Google: Google Play Store,Google: Google Play Store,,Otherplease specify,,Best value,
60727075,"Airtel,MTN,Zamtel",Airtel,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,Best value,Best content,,Best value,
60727076,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best content,,,
60727077,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best value,,,,
60727078,,,,,,,,,,,
60727079,Airtel,Airtel,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,Best value,,,,
60727080,Zamtel,Zamtel,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,,,,Best content,
60727081,,,,,,,,,,,
60730747,,,,,,,,,,,
60730748,"Airtel,Vodafone,",Airtel,Yes,"Google: Google Play Store,Blackberry: Blackberry World,Amazon: Amazon AppStore,eBay,",Microsoft: Windows App Store,Microsoft: Windows App Store,Easy to download,,Best value,,
60730749,Airtel,Airtel,Yes,"Google: Google Play Store,Other,",eBay,eBay,Easy to download,,,,
60730750,Airtel,Airtel,Yes,"Google: Google Play Store,Other,","Blackberry: Blackberry World,eBay,",Blackberry: Blackberry World,Easy to download,,,,
60736141,MTN,MTN,Yes,MTN: MTN Play,"Google: Google Play Store,Airtel Live,",Airtel Live,,Best value,,,
60736738,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60736739,MTN,MTN,No,,"Google: Google Play Store,Amazon: Amazon AppStore,Microsoft: Windows App Store,MTN: MTN Play,",Google: Google Play Store,,Easy to download,,,
60738754,,,No,,Google: Google Play Store,Google: Google Play Store,,,,,
60739590,,,,,,,,,,,
60740056,,,,,,,,,,,
60740668,MTN,MTN,Yes,Google: Google Play Store,MTN: MTN Play,MTN: MTN Play,,Best value,,,
60741310,,,,,,,,,,,
60741340,,,,,,,,,,,
60741415,Airtel,Airtel,No,,Don’t know / unsure,,Otherplease specify,,,,
60741417,,,,,,,,,,,
60742008,,,,,,,,,,,
60742046,,,No,,Google: Google Play Store,Google: Google Play Store,,,,,
60742565,,,,,,,,,,,
60742566,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60742572,MTN,MTN,Yes,Google: Google Play Store,"Blackberry: Blackberry World,eBay,",eBay,,Easy to download,,,
60743057,,,,,,,,,,,
60743161,MTN,MTN,Yes,Don’t know / unsure,{0},{0},,Easy to download,,,
60743325,MTN,MTN,Yes,Amazon: Amazon AppStore,"Google: Google Play Store,Apple: iOS App Store / iTunes Store,",Google: Google Play Store,,Best for my device,,,
60743326,MTN,MTN,Yes,Google: Google Play Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Easy to download,,,
60743327,MTN,MTN,Yes,Google: Google Play Store,Blackberry: Blackberry World,Blackberry: Blackberry World,,Ease of use,,,
60743764,,,No,,"Google: Google Play Store,Apple: iOS App Store / iTunes Store,Blackberry: Blackberry World",Google: Google Play Store,,,,,
60743838,MTN,MTN,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Ease of payment,,,
60743839,"MTN,Zamtel,",Zamtel,Yes,Google: Google Play Store,Blackberry: Blackberry World,Blackberry: Blackberry World,,Best for my device,,Ease of payment,
60743840,"MTN,Zamtel,",MTN,Yes,Google: Google Play Store,eBay,eBay,,Ease of payment,,Ease of payment,
60744513,,,,,,,,,,,
60744929,MTN,MTN,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Easy to download,,,
60744930,,,,,,,,,,,
60744986,,,,,,,,,,,
60744987,,,,,,,,,,,
60745142,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60745321,MTN,MTN,Yes,"Google: Google Play Store,MTN: MTN Play,",Airtel Live,Airtel Live,,Best value,,,
60745322,MTN,MTN,Yes,Google: Google Play Store,"Blackberry: Blackberry World,MTN: MTN Play,",MTN: MTN Play,,Best for my device,,,
60745323,,,,,,,,,,,
60745324,,,,,,,,,,,
60745325,,,,,,,,,,,
60745443,Airtel,Airtel,No,,Amazon: Amazon AppStore,Amazon: Amazon AppStore,Best value,,,,
60745444,,,,,,,,,,,
60745445,,,,,,,,,,,
60745446,,,No,,Don’t know / unsure,,,,,,
60745447,Zamtel,Zamtel,No,,Don’t know / unsure,,,,,Ease of payment,
60745448,MTN,MTN,No,,Don’t know / unsure,,,Ease of payment,,,
60745449,MTN,MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Ease of payment,,,
60745450,,,,,,,,,,,
60745451,MTN,MTN,No,,Don’t know / unsure,,,Ease of use,,,
60745881,"Airtel,MTN,",MTN,No,,Don’t know / unsure,,Ease of payment,Best for my device,,,
60745882,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Otherplease specify,,,
60745883,,,,,,,,,,,
60745884,"Airtel,MTN,",Airtel,No,,Google: Google Play Store,Google: Google Play Store,Ease of payment,Best value,,,
60745976,MTN,MTN,Yes,Don’t know / unsure,{0},{0},,Easy to download,,,
60746364,,,,,,,,,,,
60746449,MTN,MTN,No,,Don’t know / unsure,,,Widest range of content,,,
60746542,MTN,MTN,Yes,Apple: iOS App Store / iTunes Store,Don’t know / unsure,,,Best value,,,
60747275,,,,,,,,,,,
60747296,,,,,,,,,,,
60747568,,,,,,,,,,,
60748701,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Ease of use,,,,
60748702,Airtel,Airtel,No,,Don’t know / unsure,,Ease of use,,,,
60748703,Zamtel,Zamtel,No,,Google: Google Play Store,Google: Google Play Store,,,,Best value,
60748704,,,,,,,,,,,
60748705,,,,,,,,,,,
60748706,,,,,,,,,,,
60748707,,,,,,,,,,,
60748708,,,,,,,,,,,
60748709,,,,,,,,,,,
60748710,Zamtel,Zamtel,Yes,Google: Google Play Store,"Apple: iOS App Store / iTunes Store,Blackberry: Blackberry World,Microsoft: Windows App Store",Apple: iOS App Store / iTunes Store,,,,Easy to download,
60748711,,,,,,,,,,,
60748712,,,,,,,,,,,
60748992,MTN,MTN,Yes,Google: Google Play Store,"Apple: iOS App Store / iTunes Store,Blackberry: Blackberry World,Amazon: Amazon AppStore,Microsoft: Windows App Store,",Blackberry: Blackberry World,,Widest range of content,,,
60749180,,,No,,Google: Google Play Store,Google: Google Play Store,,,,,
60749457,,,,,,,,,,,
60749750,,,,,,,,,,,
60750328,,,,,,,,,,,
60750561,,,,,,,,,,,
60750562,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60750569,MTN,MTN,Yes,Google: Google Play Store,MTN: MTN Play,MTN: MTN Play,,Ease of use,,,
60751041,MTN,MTN,Yes,Don’t know / unsure,Google: Google Play Store,Google: Google Play Store,,Easy to download,,,
60751304,,,,,,,,,,,
60752637,Airtel,Airtel,No,,Don’t know / unsure,,Best for my device,,,,
60752638,,,,,,,,,,,
60752639,,,,,,,,,,,
60752640,Airtel,Airtel,No,,Don’t know / unsure,,Widest range of content,,,,
60752641,,,,,,,,,,,
60752642,,,,,,,,,,,
60752643,MTN,MTN,No,,eBay,eBay,,Widest range of content,,,
60752644,Airtel,Airtel,Yes,Google: Google Play Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,Best content,,,,
60752645,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best content,,,,
60753398,,,,,,,,,,,
60753399,,,,,,,,,,,
60753400,,,,,,,,,,,
60753401,,,,,,,,,,,
60753402,,,,,,,,,,,
60753404,,,,,,,,,,,
60753405,,,,,,,,,,,
60753406,,,,,,,,,,,
60753407,,,,,,,,,,,
60753408,,,,,,,,,,,
60753952,,,,,,,,,,,
60753953,,,,,,,,,,,
60753954,MTN,MTN,No,,Don’t know / unsure,,,Otherplease specify,,,
60753955,,,,,,,,,,,
60753956,,,,,,,,,,,
60753957,,,,,,,,,,,
60753958,,,,,,,,,,,
60754077,,,,,,,,,,,
60754078,,,,,,,,,,,
60754079,,,,,,,,,,,
60754080,,,,,,,,,,,
60754081,,,,,,,,,,,
60754082,,,,,,,,,,,
60754083,,,,,,,,,,,
60754084,,,,,,,,,,,
60754085,,,,,,,,,,,
60754086,,,,,,,,,,,
60754087,,,,,,,,,,,
60754090,Airtel,Airtel,Yes,"Google: Google Play Store,Zamtel Games Club,",Don’t know / unsure,,Best value,,,,
60754091,,,,,,,,,,,
60754092,,,,,,,,,,,
60754093,,,,,,,,,,,
60754094,,,,,,,,,,,
60755118,,,,,,,,,,,
60755119,,,,,,,,,,,
60755120,,,,,,,,,,,
60755121,Airtel,Airtel,No,,"Google: Google Play Store,MTN: MTN Play,eBay",eBay,Easy to download,,,,
60755122,,,,,,,,,,,
60755123,,,,,,,,,,,
60755601,,,,,,,,,,,
60755602,Airtel,Airtel,No,,eBay,eBay,Otherplease specify,,,,
60755603,Airtel,Airtel,No,,eBay,eBay,Otherplease specify,,,,
60757629,Airtel,Airtel,No,,eBay,eBay,Best value,,,,
60757630,Zamtel,Zamtel,No,,eBay,eBay,,,,Best value,
60757631,,,,,,,,,,,
60757632,,,,,,,,,,,
60757633,,,No,,Don’t know / unsure,,,,,,
60757635,,,,,,,,,,,
60757636,Airtel,Airtel,No,,eBay,eBay,Best value,,,,
60757637,MTN,MTN,Yes,eBay,Don’t know / unsure,,,Best value,,,
60760177,,,,,,,,,,,
60760178,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Easy to download,,,,
60760179,MTN,MTN,No,,"Airtel Live,MTN: MTN Play,Zamtel Games Club",Airtel Live,,Ease of use,,,
60762545,,,,,,,,,,,
60762546,Airtel,Airtel,No,,Google: Google Play Store,Google: Google Play Store,Best for my device,,,,
60762547,,,,,,,,,,,
60762548,,,,,,,,,,,
60762549,,,,,,,,,,,
60762550,,,,,,,,,,,
60762551,,,,,,,,,,,
60762552,Airtel,Airtel,No,,Don’t know / unsure,,Ease of use,,,,
60762553,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best for my device,,,
60762554,Vodafone,Vodafone,No,,"Google: Google Play Store,Amazon: Amazon AppStore,",Google: Google Play Store,,,Ease of payment,,
60762555,,,,,,,,,,,
60762556,,,,,,,,,,,
60762557,,,,,,,,,,,
60762558,,,,,,,,,,,
60762559,,,,,,,,,,,
60763914,,,,,,,,,,,
60763915,Airtel,Airtel,Yes,"Google: Google Play Store,Other,",eBay,eBay,Easy to download,,,,
60763916,Airtel,Airtel,Yes,"Google: Google Play Store,Other,",eBay,eBay,Easy to download,,,,
60763917,Airtel,Airtel,Yes,"Google: Google Play Store,Amazon: Amazon AppStore,Other","Microsoft: Windows App Store,eBay,",eBay,Easy to download,,,,
60763918,Airtel,Airtel,Yes,Google: Google Play Store,"Amazon: Amazon AppStore,eBay,",Amazon: Amazon AppStore,Easy to download,,,,
60763919,Airtel,Airtel,Yes,"Google: Google Play Store,Amazon: Amazon AppStore,",eBay,eBay,Easy to download,,,,
60763920,Airtel,Airtel,Yes,"Google: Google Play Store,Other,",Amazon: Amazon AppStore,Amazon: Amazon AppStore,Easy to download,,,,
60763921,,,,,,,,,,,
60772562,MTN,MTN,No,,"Google: Google Play Store,Microsoft: Windows App Store,Airtel Live,MTN: MTN Play,",Google: Google Play Store,,Easy to download,,,
60772780,,,,,,,,,,,
60772781,,,,,,,,,,,
60772782,MTN,MTN,Yes,"Airtel Live,MTN: MTN Play,",Don’t know / unsure,,,Best value,,,
60772783,,,Yes,MTN: MTN Play,Airtel Live,Airtel Live,,,,,
60772784,,,,,,,,,,,
60772785,MTN,MTN,Yes,"Google: Google Play Store,MTN: MTN Play,","Apple: iOS App Store / iTunes Store,Airtel Live,",Airtel Live,,Widest range of content,,,
60772786,,,,,,,,,,,
60772787,,,,,,,,,,,
60772788,Airtel,Airtel,Yes,"Google: Google Play Store,Airtel Live,","Apple: iOS App Store / iTunes Store,MTN: MTN Play,",Apple: iOS App Store / iTunes Store,Best value,,,,
60772789,,,,,,,,,,,
60772790,Airtel,Airtel,No,,"Airtel Live,MTN: MTN Play,",Airtel Live,Best content,,,,
60773849,,,,,,,,,,,
60773850,,,,,,,,,,,
60773866,,,,,,,,,,,
60773938,MTN,MTN,Yes,"Google: Google Play Store,MTN: MTN Play,",Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Ease of use,,,
60774039,"Airtel,Zamtel,",Airtel,No,,Don’t know / unsure,,Best value,,,Best content,
60774040,,,,,,,,,,,
60774041,,,,,,,,,,,
60774042,,,No,,Don’t know / unsure,,,,,,
60774043,,,,,,,,,,,
60774044,,,No,,Google: Google Play Store,Google: Google Play Store,,,,,
60774045,"Airtel,MTN,",Airtel,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,Best value,Best value,,,
60774046,"Airtel,MTN,",Airtel,Unsure / Don’t know,,Don’t know / unsure,,Best value,Best value,,,
60774189,Zamtel,Zamtel,Yes,"Google: Google Play Store,Zamtel Games Club,",MTN: MTN Play,MTN: MTN Play,,,,Best value,
60774482,Airtel,Airtel,No,,Don’t know / unsure,,Best value,,,,
60774651,MTN,MTN,Yes,Google: Google Play Store,MTN: MTN Play,MTN: MTN Play,,Best content,,,
60774652,Airtel,Airtel,No,,{0},{0},Best value,,,,
60775076,,,,,,,,,,,
60775373,MTN,MTN,Yes,Blackberry: Blackberry World,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60775512,,,No,,Don’t know / unsure,,,,,,
60775761,MTN,MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Widest range of content,,,
60776084,,,No,,Don’t know / unsure,,,,,,
60776085,MTN,MTN,No,,Don’t know / unsure,,,Ease of use,,,
60776183,"Airtel,MTN,",MTN,Yes,Blackberry: Blackberry World,Google: Google Play Store,Google: Google Play Store,Ease of payment,Ease of payment,,,
60776184,MTN,MTN,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Ease of use,,,
60776591,"Airtel,Zamtel,",Zamtel,Yes,"Google: Google Play Store,Blackberry: Blackberry World,",Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,Best for my device,,,Ease of payment,
60777338,,,,,,,,,,,
60777464,,,,,,,,,,,
60777503,,,,,,,,,,,
60777629,MTN,MTN,Yes,"Google: Google Play Store,Blackberry: Blackberry World,eBay",Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,,Ease of use,,,
60778658,,,,,,,,,,,
60778659,,,,,,,,,,,
60778660,MTN,MTN,Yes,"Google: Google Play Store,Amazon: Amazon AppStore,",Airtel Live,Airtel Live,,Best value,,,
60778661,,,,,,,,,,,
60778662,,,,,,,,,,,
60778663,MTN,MTN,No,,MTN: MTN Play,MTN: MTN Play,,Widest range of content,,,
60778846,,,,,,,,,,,
60778847,MTN,MTN,Yes,Apple: iOS App Store / iTunes Store,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Best value,,,
60778848,,,,,,,,,,,
60778849,,,No,,{0},{0},,,,,
60779100,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Widest range of content,,,
60779363,Airtel,Airtel,No,,Amazon: Amazon AppStore,Amazon: Amazon AppStore,Best for my device,,,,
60779410,,,,,,,,,,,
60779443,Airtel,Airtel,Yes,Amazon: Amazon AppStore,Microsoft: Windows App Store,Microsoft: Windows App Store,Best value,,,,
60779544,,,,,,,,,,,
60779669,,,,,,,,,,,
60779670,,,,,,,,,,,
60779671,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60779672,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Best value,,,
60779673,MTN,MTN,No,,"Google: Google Play Store,MTN: MTN Play,",Google: Google Play Store,,Best value,,,
60779738,,,,,,,,,,,
60779739,Airtel,Airtel,No,,Don’t know / unsure,,Widest range of content,,,,
60779740,,,,,,,,,,,
60780018,MTN,MTN,Yes,"Google: Google Play Store,Apple: iOS App Store / iTunes Store,Amazon: Amazon AppStore,Microsoft: Windows App Store,MTN: MTN Play",eBay,eBay,,Ease of payment,,,
60780477,"Airtel,MTN,",MTN,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,Best value,Best value,,,
60781041,"Airtel,MTN,",MTN,No,,MTN: MTN Play,MTN: MTN Play,Ease of use,Best content,,,
60781386,,,,,,,,,,,
60781395,,,,,,,,,,,
60781396,,,,,,,,,,,
60781397,,,,,,,,,,,
60781398,"MTN,Zamtel,",Zamtel,Yes,Don’t know / unsure,{0},{0},,Best content,,Best value,
60781399,,,,,,,,,,,
60781400,MTN,MTN,Yes,Don’t know / unsure,Microsoft: Windows App Store,Microsoft: Windows App Store,,Best value,,,
60781446,,,,,,,,,,,
60782118,,,,,,,,,,,
60782407,MTN,MTN,Yes,Google: Google Play Store,{0},{0},,Easy to download,,,
60782408,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of payment,,,
60782429,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Otherplease specify,,,
60782430,Airtel,Airtel,Yes,Google: Google Play Store,Apple: iOS App Store / iTunes Store,Apple: iOS App Store / iTunes Store,Easy to download,,,,
60782436,,,,,,,,,,,
60782773,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60783759,"MTN,Zamtel,",MTN,Yes,Google: Google Play Store,Don’t know / unsure,,,Easy to download,,Ease of payment,
60784145,,,,,,,,,,,
60784146,,,,,,,,,,,
60785657,,,,,,,,,,,
60825709,MTN,MTN,Yes,MTN: MTN Play,Blackberry: Blackberry World,Blackberry: Blackberry World,,Best value,,,
60825710,MTN,MTN,Yes,MTN: MTN Play,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Best content,,,
60825711,,,,,,,,,,,
60825712,,,,,,,,,,,
60825713,,,,,,,,,,,
60825714,,,,,,,,,,,
60826402,,,,,,,,,,,
60826403,,,,,,,,,,,
60826404,,,,,,,,,,,
60826405,,,,,,,,,,,
60826443,,,,,,,,,,,
60826444,,,,,,,,,,,
60826445,,,,,,,,,,,
60826446,,,,,,,,,,,
60826447,,,,,,,,,,,
60826815,MTN,MTN,No,,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Ease of use,,,
60826856,,,No,,Don’t know / unsure,,,,,,
60831230,MTN,MTN,Yes,eBay,Amazon: Amazon AppStore,Amazon: Amazon AppStore,,Ease of use,,,
60831231,Zamtel,Zamtel,No,,"Amazon: Amazon AppStore,eBay,",Amazon: Amazon AppStore,,,,Ease of use,
60832103,,,,,,,,,,,
60832104,MTN,MTN,No,,Don’t know / unsure,,,Ease of payment,,,
60832105,,,,,,,,,,,
60832106,,,,,,,,,,,
60832107,,,,,,,,,,,
60832108,,,,,,,,,,,
60832109,,,,,,,,,,,
60832110,,,,,,,,,,,
60832260,Airtel,Airtel,No,,Don’t know / unsure,,Otherplease specify,,,,
60832261,,,,,,,,,,,
60845424,Airtel,Airtel,No,,eBay,eBay,Otherplease specify,,,,
60845425,Zamtel,Zamtel,Yes,eBay,Amazon: Amazon AppStore,{0},,,,Otherplease specify,
60845426,Zamtel,Zamtel,No,,eBay,eBay,,,,Otherplease specify,
60845427,Airtel,Airtel,No,,Amazon: Amazon AppStore,{0},Otherplease specify,,,,
60845428,Zamtel,Zamtel,No,,eBay,eBay,,,,Otherplease specify,
60845429,MTN,MTN,No,,eBay,{0},,Otherplease specify,,,
60845430,"MTN,Zamtel,",MTN,No,,eBay,eBay,,Otherplease specify,,Otherplease specify,
60845432,MTN,MTN,No,,eBay,eBay,,Otherplease specify,,,
60845433,,,,,,,,,,,
60845434,MTN,MTN,No,,Don’t know / unsure,,,Best for my device,,,
60845435,MTN,MTN,No,,Don’t know / unsure,,,Otherplease specify,,,
60845443,MTN,MTN,No,,eBay,eBay,,Otherplease specify,,,
60845444,Airtel,Airtel,No,,Don’t know / unsure,,Otherplease specify,,,,
60845445,MTN,MTN,No,,Don’t know / unsure,,,Otherplease specify,,,
60845446,MTN,MTN,No,,eBay,eBay,,Otherplease specify,,,
60845447,MTN,MTN,No,,Don’t know / unsure,,,Best for my device,,,
60845448,,,No,,Don’t know / unsure,,,,,,
60845875,Zamtel,Zamtel,No,,eBay,eBay,,,,Best value,
60845876,MTN,MTN,No,,Don’t know / unsure,,,Best value,,,
60845877,Airtel,Airtel,No,,eBay,eBay,Best value,,,,
60845878,"Airtel,MTN,",Airtel,No,,eBay,eBay,Best value,Best value,,,
60845879,Airtel,Airtel,No,,eBay,eBay,Best value,,,,
60845880,MTN,MTN,No,,eBay,eBay,,Best value,,,
60845883,Airtel,Airtel,No,,eBay,eBay,Best value,,,,
60848520,MTN,MTN,No,,Don’t know / unsure,,,Ease of use,,,
60848521,,,,,,,,,,,
60848522,Airtel,Airtel,No,,Don’t know / unsure,,Ease of use,,,,
60848523,,,,,,,,,,,
60848524,,,,,,,,,,,
60848525,,,,,,,,,,,
60848526,,,,,,,,,,,
60848822,"Airtel,MTN,Zamtel",Airtel,Yes,Airtel Live,"Microsoft: Windows App Store,MTN: MTN Play,",Microsoft: Windows App Store,Best value,Best value,,Ease of payment,
60848996,,,No,,Airtel Live,Airtel Live,,,,,
60848997,MTN,MTN,No,,Google: Google Play Store,Google: Google Play Store,,Ease of use,,,
60849608,,,Yes,"Google: Google Play Store,MTN: MTN Play,",Don’t know / unsure,,,,,,
60849609,,,,,,,,,,,
60861539,,,,,,,,,,,
60861540,,,,,,,,,,,
60861541,MTN,MTN,Unsure / Don’t know,,"Google: Google Play Store,MTN: MTN Play,",MTN: MTN Play,,Best value,,,
60861542,,,,,,,,,,,
60861543,,,,,,,,,,,
60861544,MTN,MTN,Unsure / Don’t know,,"Google: Google Play Store,MTN: MTN Play,",MTN: MTN Play,,Best value,,,
60863462,"Airtel,MTN,Zamtel",Airtel,Unsure / Don’t know,,Google: Google Play Store,Google: Google Play Store,Best value,Best value,,Best value,
60863463,,,,,,,,,,,
60863464,"Airtel,MTN,",MTN,Yes,"Blackberry: Blackberry World,Airtel Live,",Google: Google Play Store,Google: Google Play Store,Best value,Best value,,,
60863465,,,,,,,,,,,
60877285,Airtel,Airtel,No,,eBay,eBay,Best for my device,,,,
60886274,,,,,,,,,,,
60886275,,,,,,,,,,,
60886276,,,,,,,,,,,
60886277,Airtel,Airtel,No,,"Google: Google Play Store,Apple: iOS App Store / iTunes Store,Amazon: Amazon AppStore,Airtel Live,",Google: Google Play Store,Ease of payment,,,,
60888451,,,,,,,,,,,
60888452,,,,,,,,,,,
60888453,,,,,,,,,,,
82003831, , , , , , , , , , , 
82005311, , , , , , , , , , , 
82006682, , , , , , , , , , , 
82006683, , , , , , , , , , , 
82008677, , , , , , , , , , , 
82009407, , , , , , , , , , , 
82013391, , , , , , , , , , , 
82013392, , , , , , , , , , , 
82016176, , , , , , , , , , , 
82016600, , , , , , , , , , , 
82020882, , , , , , , , , , , 
82024076, , , , , , , , , , , 
82024077, , , , , , , , , , , 
82033089, , , , , , , , , , , 
82033090, , , , , , , , , , , 
82033093, , , , , , , , , , , 
82033095, , , , , , , , , , , 
82033096, , , , , , , , , , , 
82033097, , , , , , , , , , , 
82033098, , , , , , , , , , , 
82088474, , , , , , , , , , , 
82088904, , , , , , , , , , , 
82089608, , , , , , , , , , , 
82090749, , , , , , , , , , , 
82091147, , , , , , , , , , , 
82091969, , , , , , , , , , , 
82091970, , , , , , , , , , , 
82092535, , , , , , , , , , , 
82092537, , , , , , , , , , , 
82093272, , , , , , , , , , , 
82094391, , , , , , , , , , , 
82095349, , , , , , , , , , , 
82096725, , , , , , , , , , , 
82098177, , , , , , , , , , , 
82098178, , , , , , , , , , , 
82101518, , , , , , , , , , , 
82101519, , , , , , , , , , , 
82102463, , , , , , , , , , , 
82102969, , , , , , , , , , , 
82105045, , , , , , , , , , , 
82105046, , , , , , , , , , , 
82105047, , , , , , , , , , , 
82105049, , , , , , , , , , , 
82105050, , , , , , , , , , , 
82105099, , , , , , , , , , , 
82105100, , , , , , , , , , , 
82105101, , , , , , , , , , , 
82107300, , , , , , , , , , , 
82108125, , , , , , , , , , , 
82111073, , , , , , , , , , , 
82111074, , , , , , , , , , , 
82111077, , , , , , , , , , , 
82111079, , , , , , , , , , , 
82111080, , , , , , , , , , , 
82112241, , , , , , , , , , , 
82113725, , , , , , , , , , , 
82113727, , , , , , , , , , , 
82117684, , , , , , , , , , , 
82117685, , , , , , , , , , , 
82117686, , , , , , , , , , , 
82117687, , , , , , , , , , , 
82117688, , , , , , , , , , , 
82117689, , , , , , , , , , , 
82117690, , , , , , , , , , , 
82176615, , , , , , , , , , , 
82176616, , , , , , , , , , , 
82176617, , , , , , , , , , , 
82176618, , , , , , , , , , , 
82178617, , , , , , , , , , , 
82178833, , , , , , , , , , , 
82179280, , , , , , , , , , , 
82180022, , , , , , , , , , , 
82180488, , , , , , , , , , , 
82180574, , , , , , , , , , , 
82181716, , , , , , , , , , , 
82181719, , , , , , , , , , , 
82182246, , , , , , , , , , , 
82182407, , , , , , , , , , , 
82182736, , , , , , , , , , , 
82183434, , , , , , , , , , , 
82184233, , , , , , , , , , , 
82185923, , , , , , , , , , , 
82185932, , , , , , , , , , , 
82188309, , , , , , , , , , , 
82188824, , , , , , , , , , , 
82188825, , , , , , , , , , , 
82190131, , , , , , , , , , , 
82190818, , , , , , , , , , , 
82191079, , , , , , , , , , , 
82191562, , , , , , , , , , , 
82191573, , , , , , , , , , , 
82192494, , , , , , , , , , , 
82192495, , , , , , , , , , , 
82192496, , , , , , , , , , , 
82194313, , , , , , , , , , , 
82195184, , , , , , , , , , , 
82195764, , , , , , , , , , , 
82197832, , , , , , , , , , , 
82198340, , , , , , , , , , , 
82198882, , , , , , , , , , , 
82203329, , , , , , , , , , , 
82203389, , , , , , , , , , , 
82203700, , , , , , , , , , , 
82204036, , , , , , , , , , , 
82205274, , , , , , , , , , , 
82205275, , , , , , , , , , , 
82205276, , , , , , , , , , , 
82205277, , , , , , , , , , , 
82205278, , , , , , , , , , , 
82205279, , , , , , , , , , , 
82205280, , , , , , , , , , , 
82205281, , , , , , , , , , , 
82209675, , , , , , , , , , , 
